,TONSL (4796)
ACH-000228,-1.10968008112
ACH-000231,-1.58235808306
ACH-000232,-1.45114584687
ACH-000233,-1.48349069268
ACH-000234,-1.53365540138
ACH-000235,-1.20978244097
ACH-000237,-1.49276655669
ACH-000238,-1.06588326366
ACH-000243,-1.1920793851
ACH-000244,-1.3186741855
ACH-000246,-1.29208091871
ACH-000248,-1.2125769201899999
ACH-000250,-1.43637972355
ACH-000251,-1.26044966942
ACH-000253,-1.4283741756200001
ACH-000255,-1.21359208214
ACH-000256,-1.40593070995
ACH-000257,-1.6254285848199999
ACH-000258,-1.41916277385
ACH-000259,-1.2820927431
ACH-000260,-1.32649033038
ACH-000261,-1.45836029747
ACH-000262,-1.62423003419
ACH-000263,-1.2762737677399998
ACH-000264,-1.28066804552
ACH-000265,-1.37215511356
ACH-000266,-1.33902264215
ACH-000272,-1.1145012149299998
ACH-000273,-1.4205478438899999
ACH-000274,-1.80692691052
ACH-000277,-1.43817245947
ACH-000278,-1.2572099481399999
ACH-000279,-1.3858201003200001
ACH-000280,-1.29068923067
ACH-000281,-1.4906140885499999
ACH-000288,-1.4503699731400002
ACH-000291,-1.3513464723100002
ACH-000293,-1.6146406263
ACH-000294,-1.6992169459900002
ACH-000295,-1.2564779720700001
ACH-000296,-1.30684366418
ACH-000302,-1.66131324012
ACH-000304,-1.5357256466299998
ACH-000307,-1.20896047629
ACH-000308,-1.45318059072
ACH-000310,-1.79212699357
ACH-000311,-1.57472782839
ACH-000312,-1.23590675802
ACH-000315,-1.32254900832
ACH-000316,-1.45135596803
ACH-000317,-1.4781537662
ACH-000318,-1.15278959626
ACH-000319,-1.4739237034000001
ACH-000320,-1.20659234877
ACH-000322,-1.2244753607899999
ACH-000323,-1.3593472398700002
ACH-000324,-1.49424896152
ACH-000329,-1.57530054102
ACH-000330,-1.29151468422
ACH-000331,-1.14420229437
ACH-000332,-1.40814835876
ACH-000334,-1.6115953923700002
ACH-000335,-1.46971680089
ACH-000336,-1.3220193283
ACH-000337,-1.26998054141
ACH-000339,-1.51594421286
ACH-000341,-1.8235386213099998
ACH-000348,-1.14976090839
ACH-000350,-1.6977378969799999
ACH-000352,-1.523942514
ACH-000356,-1.27133574142
ACH-000361,-1.30021651791
ACH-000362,-0.9970530472579999
ACH-000363,-1.28203895529
ACH-000364,-1.21977927316
ACH-000365,-1.25398861942
ACH-000366,-1.4196097084900001
ACH-000368,-1.63683120931
ACH-000374,-1.63342450305
ACH-000375,-1.22086560619
ACH-000376,-1.30134742545
ACH-000381,-1.28269133797
ACH-000383,-1.4713892903799999
ACH-000387,-1.16099770301
ACH-000389,-1.43667556268
ACH-000390,-0.9705838012829999
ACH-000393,-1.09734445295
ACH-000395,-1.39815583158
ACH-000397,-1.2489914700799998
ACH-000401,-1.1421153416299998
ACH-000402,-1.46810905401
ACH-000403,-1.34838939162
ACH-000404,-1.38524820178
ACH-000406,-1.31258497542
ACH-000407,-1.41509121295
ACH-000408,-1.45157301484
ACH-000410,-1.36504030225
ACH-000411,-1.24464375903
ACH-000414,-1.04295616813
ACH-000415,-1.4044519236300002
ACH-000416,-1.31232228938
ACH-000420,-1.06951313193
ACH-000421,-1.3950519932299998
ACH-000424,-1.63658266382
ACH-000425,-1.21039132941
ACH-000426,-1.3588600655399998
ACH-000427,-1.08924330549
ACH-000433,-1.24544853557
ACH-000436,-1.48655522974
ACH-000444,-0.9807780870110001
ACH-000445,-1.30418150526
ACH-000448,-1.31421907655
ACH-000450,-1.5341692551800001
ACH-000452,-0.844395984357
ACH-000454,-1.2498818416600002
ACH-000458,-1.15378053313
ACH-000459,-0.709597685603
ACH-000460,-1.21039937615
ACH-000461,-1.08999345182
ACH-000463,-1.41471728641
ACH-000464,-1.47042361356
ACH-000466,-1.40613292655
ACH-000467,-1.31242659364
ACH-000468,-1.72869790822
ACH-000469,-1.56567760689
ACH-000470,-1.31388224752
ACH-000471,-1.3254045207
ACH-000472,-1.60553519602
ACH-000473,-1.31603722649
ACH-000475,-1.46272240816
ACH-000476,-1.6316701841499999
ACH-000477,-1.5833514750400002
ACH-000480,-1.2212610747100001
ACH-000481,-1.6865743154600001
ACH-000483,-1.21445313308
ACH-000484,-1.67445854415
ACH-000485,-1.7142415871899999
ACH-000486,-1.07876703807
ACH-000487,-1.23335346956
ACH-000488,-1.1886124749
ACH-000490,-1.1931080886399998
ACH-000491,-1.6640149465399998
ACH-000495,-1.22286228248
ACH-000496,-1.19805133241
ACH-000499,-1.32762163656
ACH-000500,-1.36582955269
ACH-000502,-1.4009662044600002
ACH-000503,-1.31552827441
ACH-000505,-1.6090134576
ACH-000507,-1.23093657298
ACH-000510,-1.3612372834200002
ACH-000511,-1.57816994599
ACH-000512,-0.994833679613
ACH-000516,-1.89073322042
ACH-000517,-1.48365935757
ACH-000518,-1.4163311128
ACH-000520,-1.2703152445700001
ACH-000521,-1.5447642928100003
ACH-000522,-1.56638696695
ACH-000524,-0.94457658451
ACH-000527,-1.09256797764
ACH-000528,-1.16736062065
ACH-000537,-1.53316661058
ACH-000541,-1.36020186514
ACH-000542,-1.15247006612
ACH-000544,-1.05982375857
ACH-000545,-1.2537137620299998
ACH-000547,-1.1304442239499999
ACH-000548,-1.1723176801100001
ACH-000549,-1.32368410829
ACH-000550,-1.53286552127
ACH-000552,-1.41950444373
ACH-000556,-1.43900666787
ACH-000557,-1.43234798972
ACH-000570,-1.3451497489300002
ACH-000571,-1.13293932493
ACH-000573,-0.7337010875740001
ACH-000576,-1.2271833800399998
ACH-000580,-1.0829813602200002
ACH-000584,-1.3219927338600002
ACH-000585,-1.0765139105
ACH-000588,-1.22050926756
ACH-000589,-1.3295766587
ACH-000591,-1.4062572057499998
ACH-000593,-1.15846869123
ACH-000600,-1.4440872997299998
ACH-000601,-1.34920918658
ACH-000604,-1.38730871242
ACH-000605,-1.50907843957
ACH-000606,-0.944674601461
ACH-000608,-1.3557754130000002
ACH-000614,-1.24128808529
ACH-000616,-1.21169564971
ACH-000618,-1.1404127385
ACH-000619,-1.35325162571
ACH-000620,-1.14058517336
ACH-000621,-1.59117852143
ACH-000622,-1.7819955381099999
ACH-000623,-1.39304351633
ACH-000624,-1.18270909749
ACH-000627,-1.40585634958
ACH-000630,-1.2378880905399998
ACH-000632,-1.34373903738
ACH-000633,-1.8032217968200002
ACH-000637,-1.4644546158899998
ACH-000638,-1.2169039231799998
ACH-000646,-1.37716745849
ACH-000647,-1.2963444373200002
ACH-000648,-1.57436484901
ACH-000649,-1.3572663691
ACH-000651,-1.4589240343599998
ACH-000652,-1.3230568142799999
ACH-000653,-1.19691622044
ACH-000657,-1.3142268856700001
ACH-000658,-1.05914302659
ACH-000661,-1.2194135371200001
ACH-000662,-1.7966078086000001
ACH-000663,-1.0725467136700002
ACH-000665,-1.54533051212
ACH-000671,-1.07567361485
ACH-000673,-1.41536196271
ACH-000676,-1.41609430231
ACH-000677,-1.5224825651499998
ACH-000681,-1.26319092203
ACH-000682,-1.27994862487
ACH-000683,-1.54991025769
ACH-000684,-1.0625369447600002
ACH-000688,-1.1312680760200002
ACH-000693,-1.43141297044
ACH-000694,-1.2982688040200001
ACH-000695,-1.53515555826
ACH-000696,-1.20500479043
ACH-000697,-1.19288613127
ACH-000699,-1.2337411815600001
ACH-000701,-1.74589992941
ACH-000706,-1.38007153519
ACH-000711,-1.26499892265
ACH-000713,-1.25028870199
ACH-000714,-1.44931953454
ACH-000718,-1.23852319955
ACH-000720,-1.3562918284799999
ACH-000721,-1.4261833175299998
ACH-000724,-1.12538169079
ACH-000725,-1.70745705909
ACH-000732,-1.22972921737
ACH-000734,-1.3215094677700001
ACH-000735,-1.19957256439
ACH-000736,-1.1197417198100001
ACH-000738,-1.1310865465
ACH-000746,-1.45674640568
ACH-000747,-1.2398534800299998
ACH-000748,-1.62161447909
ACH-000753,-1.15039966405
ACH-000756,-1.70051067403
ACH-000757,-1.37035812813
ACH-000758,-1.25013745818
ACH-000760,-1.49544572739
ACH-000763,-1.2216274920899999
ACH-000764,-1.07381768802
ACH-000765,-1.0570479832
ACH-000766,-1.23317020589
ACH-000767,-1.80820507467
ACH-000768,-1.21500510753
ACH-000769,-1.23238936126
ACH-000770,-1.27247624194
ACH-000771,-1.0641385026899999
ACH-000773,-1.54088648458
ACH-000776,-1.38763806188
ACH-000777,-1.3329372196200002
ACH-000778,-1.59415913156
ACH-000781,-1.3729321183899998
ACH-000782,-1.11267276341
ACH-000783,-1.4682346911000002
ACH-000784,-1.22973247389
ACH-000785,-1.72748729879
ACH-000787,-1.0657904494
ACH-000788,-1.33312652454
ACH-000791,-1.3299728358299998
ACH-000792,-1.34877067122
ACH-000794,-1.3637601219
ACH-000796,-1.6272830957100002
ACH-000799,-1.42753292283
ACH-000800,-1.5140898257100002
ACH-000802,-0.965293576697
ACH-000804,-1.63408994972
ACH-000805,-1.4131381501299998
ACH-000809,-1.22427720023
ACH-000810,-1.5608786668099999
ACH-000811,-1.2843849177
ACH-000817,-1.4147492267100001
ACH-000819,-1.40658556611
ACH-000820,-1.2632916729399999
ACH-000821,-1.59228033315
ACH-000822,-1.15910622412
ACH-000823,-1.43570171092
ACH-000824,-1.99097838755
ACH-000827,-1.20440040529
ACH-000829,-1.41077790247
ACH-000831,-1.28807948067
ACH-000832,-1.26088261615
ACH-000833,-1.7787203403
ACH-000834,-1.23580800579
ACH-000835,-1.25113804196
ACH-000836,-1.08199788701
ACH-000837,-1.2817347357200002
ACH-000838,-1.5914931213299999
ACH-000839,-1.28618737168
ACH-000840,-1.284924992
ACH-000841,-1.1036680032
ACH-000843,-1.20621841221
ACH-000846,-1.3605557362600003
ACH-000847,-1.67023077929
ACH-000848,-1.45410128815
ACH-000849,-1.4742805860100001
ACH-000851,-1.54974852761
ACH-000855,-1.52029425732
ACH-000856,-1.2326359526100001
ACH-000858,-1.2215823807200001
ACH-000859,-1.3628326635199999
ACH-000861,-1.23870565459
ACH-000862,-1.2381033107100001
ACH-000865,-1.48330007111
ACH-000866,-1.3839722592500001
ACH-000867,-1.5131990124399999
ACH-000869,-1.14980485132
ACH-000872,-1.27590067256
ACH-000873,-1.26494181457
ACH-000876,-1.41673149488
ACH-000878,-1.68630852993
ACH-000880,-1.4201295090700001
ACH-000881,-1.33810006385
ACH-000882,-1.5714866827
ACH-000884,-1.3147472750799998
ACH-000885,-1.20795528339
ACH-000887,-1.482976483
ACH-000888,-1.2893041766700002
ACH-000889,-1.48514648261
ACH-000890,-1.26712578612
ACH-000896,-1.35074580632
ACH-000898,-1.28595162791
ACH-000900,-1.3656650530899999
ACH-000901,-1.5302039456999998
ACH-000905,-1.3804267729799997
ACH-000906,-1.51287303308
ACH-000907,-1.32457892604
ACH-000910,-1.2705658647700002
ACH-000911,-1.4678472625499999
ACH-000912,-1.40476391454
ACH-000913,-1.31565247179
ACH-000915,-1.34709688243
ACH-000916,-1.48440088887
ACH-000917,-1.10736200267
ACH-000921,-0.9122256519149999
ACH-000924,-1.475484895
ACH-000926,-1.39168551857
ACH-000928,-1.5386327745200001
ACH-000929,-1.38767885432
ACH-000932,-1.16769618988
ACH-000935,-1.38676071724
ACH-000936,-1.2884969122499998
ACH-000937,-1.7755201632
ACH-000938,-1.63853389554
ACH-000939,-1.25043742962
ACH-000941,-0.8723615531910001
ACH-000943,-1.0144530780399998
ACH-000946,-1.23182501794
ACH-000947,-1.2925366567299998
ACH-000948,-1.01429704416
ACH-000950,-1.33721338891
ACH-000953,-1.86660987895
ACH-000957,-1.3997000408000002
ACH-000958,-1.2449211597
ACH-000960,-1.51971066311
ACH-000963,-1.0322656589399999
ACH-000968,-1.43443379104
ACH-000969,-1.38043776783
ACH-000973,-1.30086275785
ACH-000974,-1.3869224755
ACH-000975,-1.28590968552
ACH-000976,-1.11936169985
ACH-000978,-1.8340114840000001
ACH-000980,-1.3412926521600002
ACH-000984,-1.08914822693
ACH-000986,-1.32553815497
ACH-000988,-1.39166689646
ACH-000993,-1.22329728266
ACH-000994,-1.53932293155
ACH-000996,-1.1817740458200001
ACH-001001,-1.58791720201
ACH-001020,-1.1152930647100001
ACH-001028,-1.6285115769999998
ACH-001031,-1.32352714768
ACH-001038,-1.4511532117500001
ACH-001048,-1.4588215478400002
ACH-001050,-1.25443299626
ACH-001053,-1.10125750021
ACH-001054,-1.17726705366
ACH-001061,-1.21481473561
ACH-001067,-1.30541020724
ACH-001075,-1.21238863638
ACH-001096,-1.34385033319
ACH-001128,-0.600501547074
ACH-001134,-1.1536282090999999
ACH-001151,-1.22398029848
ACH-001163,-1.12909128984
ACH-001164,-1.11675411414
ACH-001173,-1.4639062255700002
ACH-001183,-1.1664322891
ACH-001184,-1.45443033438
ACH-001190,-1.18841874314
ACH-001192,-1.1297955213200002
ACH-001193,-1.4806510590200002
ACH-001196,-1.4259365257899999
ACH-001197,-1.3990340478100003
ACH-001205,-1.22050755622
ACH-001211,-1.2483555677399998
ACH-001212,-1.6636069108000002
ACH-001228,-1.1103944242100001
ACH-001232,-1.2366130774500002
ACH-001239,-1.26179680874
ACH-001274,-1.13912856486
ACH-001275,-1.27666582927
ACH-001277,-0.924911409188
ACH-001278,-1.49838332359
ACH-001280,-2.18159952283
ACH-001283,-1.15339231089
ACH-001289,-1.33522325779
ACH-001295,-1.53566473051
ACH-001300,-1.66863128185
ACH-001301,-1.36947168859
ACH-001302,-1.1820296337799998
ACH-001303,-1.3806835209000001
ACH-001306,-1.38600625183
ACH-001318,-1.2101843726200001
ACH-001322,-1.3193802245200001
ACH-001328,-1.35164936658
ACH-001332,-0.9418769107930001
ACH-001333,-1.40782891563
ACH-001336,-1.3957261632299998
ACH-001340,-1.3603598261
ACH-001346,-1.0744814208700002
ACH-001353,-1.16264891409
ACH-001354,-1.49158817882
ACH-001367,-1.38296800991
ACH-001368,-1.3330948930500002
ACH-001374,-1.15566558828
ACH-001375,-1.27233767902
ACH-001377,-1.2350077082
ACH-001380,-1.56823772223
ACH-001391,-1.63475604901
ACH-001407,-1.19451795482
ACH-001408,-1.62696006934
ACH-001413,-1.3287505460200002
ACH-001430,-1.5585637350900001
ACH-001431,-1.360668648
ACH-001450,-1.3795874303400002
ACH-001496,-1.0691224418
ACH-001500,-1.0663857719
ACH-001521,-0.6086112934969999
ACH-001523,-1.15421308121
ACH-001532,-1.3022134914499999
ACH-001536,-1.5838895393799999
ACH-001550,-1.35165522829
ACH-001552,-1.44280490838
ACH-001554,-1.26161100744
ACH-001645,-1.27664425186
ACH-001654,-1.10697612271
ACH-001715,-1.40873389843
ACH-001735,-1.34355257264
ACH-001736,-1.4588031118
ACH-001737,-1.55157175875
ACH-001740,-1.5046052254100002
ACH-001745,-1.37824326181
ACH-001750,-1.2117939725799998
ACH-001765,-1.42110528442
ACH-001956,-1.32849246471
ACH-001957,-1.5090627665
