,POLR2I (5438)
ACH-000676,-1.60929000868
ACH-000677,-2.47126419837
ACH-000681,-1.82172474724
ACH-000682,-1.85307238064
ACH-000683,-1.8554864163599998
ACH-000684,-1.38107226984
ACH-000688,-1.7833621854400004
ACH-000693,-1.58239903567
ACH-000694,-1.77779101433
ACH-000695,-1.64438192072
ACH-000696,-1.8015191964900001
ACH-000697,-1.9451646448500002
ACH-000699,-2.21810650392
ACH-000701,-1.84409795437
ACH-000706,-1.5886023849700002
ACH-000711,-1.7418573886500002
ACH-000713,-1.51826313949
ACH-000714,-1.88523816056
ACH-000718,-1.8899087036200002
ACH-000720,-1.8463891378
ACH-000721,-1.5680983005700002
ACH-000724,-2.93857197417
ACH-000725,-2.11182295822
ACH-000732,-1.77344834785
ACH-000734,-1.76134324191
ACH-000735,-1.71324092169
ACH-000736,-1.71907361408
ACH-000738,-1.8875314432299999
ACH-000746,-1.70924970095
ACH-000747,-1.8132597795299998
ACH-000748,-1.6021572741299999
ACH-000753,-1.6276358042399999
ACH-000756,-1.91007624512
ACH-000757,-1.9380959316900004
ACH-000758,-1.82759630318
ACH-000760,-1.5290582864
ACH-000763,-1.95472563662
ACH-000764,-1.23988609697
ACH-000765,-1.9009856285599998
ACH-000766,-1.99634277863
ACH-000767,-1.89931001783
ACH-000768,-1.84256396717
ACH-000769,-1.86042649241
ACH-000770,-1.8316057684400002
ACH-000771,-1.80643615378
ACH-000773,-1.7409331906099998
ACH-000776,-2.10503478953
ACH-000777,-1.7565513985499999
ACH-000778,-2.46748789485
ACH-000781,-1.7832788900499998
ACH-000782,-1.94174952444
ACH-000783,-1.4230310573500002
ACH-000784,-1.7753629115
ACH-000785,-1.9488159113900003
ACH-000787,-1.8166667923599997
ACH-000788,-1.8093219364
ACH-000791,-2.0176266011900004
ACH-000792,-1.90774472812
ACH-000794,-1.78636159307
ACH-000796,-1.74277303788
ACH-000799,-1.8038394773500002
ACH-000800,-1.8677302082299998
ACH-000802,-1.73782701008
ACH-000804,-2.0422093036099995
ACH-000805,-1.9374364732799998
ACH-000809,-2.07667537312
ACH-000810,-1.92946743036
ACH-000811,-1.7186937820700001
ACH-000817,-1.86851355868
ACH-000819,-1.7179770081499999
ACH-000820,-1.44966642412
ACH-000821,-2.22260221205
ACH-000822,-2.18385621466
ACH-000823,-1.68578132128
ACH-000824,-1.8662250080400002
ACH-000827,-1.65622976273
ACH-000829,-2.05541958748
ACH-000831,-1.8760665372599998
ACH-000832,-1.64106739788
ACH-000833,-2.16283113657
ACH-000834,-1.68578235533
ACH-000835,-1.88615384083
ACH-000836,-1.59564943545
ACH-000837,-1.70393296848
ACH-000838,-2.12161087886
ACH-000839,-1.4932254653600001
ACH-000840,-1.68298343779
ACH-000841,-1.58131998917
ACH-000843,-1.8901554423900002
ACH-000846,-2.26835041194
ACH-000847,-1.40977524784
ACH-000848,-2.0557942951599997
ACH-000849,-1.07426417273
ACH-000851,-1.5160992809600002
ACH-000855,-1.6674768023299997
ACH-000856,-1.91691298374
ACH-000858,-1.87967811314
ACH-000859,-1.5265917460499998
ACH-000861,-1.95322253122
ACH-000862,-2.06822448951
ACH-000865,-1.79437617982
ACH-000866,-1.8370431921
ACH-000867,-1.97796623477
ACH-000869,-1.96386663075
ACH-000872,-1.56403509571
ACH-000873,-1.7492129394099998
ACH-000876,-1.8479382386099996
ACH-000878,-1.39509011794
ACH-000880,-1.86652031017
ACH-000881,-1.9357695242900002
ACH-000882,-1.58291847975
ACH-000884,-1.73787360493
ACH-000885,-1.80510361257
ACH-000887,-1.8941625825
ACH-000888,-1.76945196436
ACH-000889,-2.04905190661
ACH-000890,-1.6792287936899999
ACH-000896,-1.92497175942
ACH-000898,-1.69570852586
ACH-000900,-1.45451148759
ACH-000901,-1.9199939658200003
ACH-000905,-1.79816389995
ACH-000906,-2.0569617348299998
ACH-000907,-1.51038292197
ACH-000910,-1.9068231488
ACH-000911,-1.7625197210900003
ACH-000912,-1.5987653851899999
ACH-000913,-1.7181919266599999
ACH-000915,-1.69211203171
ACH-000916,-2.13413909037
ACH-000917,-1.78070562789
ACH-000921,-1.6452076463499998
ACH-000924,-1.6688130049599998
ACH-000926,-1.55844715936
ACH-000928,-1.6429680528400001
ACH-000929,-1.3601501354700003
ACH-000932,-1.68422414163
ACH-000935,-1.66538181199
ACH-000936,-1.8443907606
ACH-000937,-1.81973157887
ACH-000938,-1.67006048238
ACH-000939,-1.74576542738
ACH-000941,-1.43804934002
ACH-000943,-1.95993407884
ACH-000946,-1.74341769741
ACH-000947,-1.6671695983300001
ACH-000948,-1.8167293016900004
ACH-000950,-1.6015163312799998
ACH-000953,-2.2364653523299998
ACH-000957,-1.6052755203
ACH-000958,-1.70103892106
ACH-000960,-1.63949349445
ACH-000963,-1.7996372991299998
ACH-000968,-1.5357853189300001
ACH-000969,-1.6898227481499999
ACH-000973,-1.8843195876499998
ACH-000974,-1.4957515470700002
ACH-000975,-1.9059706639099998
ACH-000976,-1.62056573759
ACH-000978,-1.8189391044099998
ACH-000980,-1.780852086
ACH-000984,-1.58671717044
ACH-000986,-1.5050622564700002
ACH-000988,-1.9167102828599998
ACH-000993,-1.84038290284
ACH-000994,-1.8754819273400003
ACH-000996,-1.9644930155900002
ACH-001001,-1.75623477648
ACH-001020,-1.4697895865600001
ACH-001028,-1.6873991013299998
ACH-001031,-1.8673600044999998
ACH-001038,-1.8566767162200002
ACH-001048,-1.83224379909
ACH-001050,-1.37923785585
ACH-001053,-1.60592537854
ACH-001054,-1.6499521464700002
ACH-001061,-1.52611957812
ACH-001067,-1.68145800781
ACH-001075,-1.96789810632
ACH-001096,-1.96135371693
ACH-001128,-1.08911451736
ACH-001134,-1.75007302678
ACH-001151,-1.85145549852
ACH-001163,-1.5578104764899998
ACH-001164,-1.66373405795
ACH-001173,-1.70883637684
ACH-001183,-1.6459347651700003
ACH-001184,-2.2062002604799997
ACH-001190,-1.86300369418
ACH-001192,-1.80783571475
ACH-001193,-1.6018232884499999
ACH-001196,-2.17707701231
ACH-001197,-1.88804703217
ACH-001205,-1.5654969098700002
ACH-001211,-1.58841352734
ACH-001212,-1.3752456639700001
ACH-001228,-1.6275577617299999
ACH-001232,-1.70409604192
ACH-001239,-1.7419999604400003
ACH-001274,-1.8655571883200002
ACH-001275,-1.7682571213
ACH-001277,-1.6598542262399998
ACH-001278,-1.70930290647
ACH-001280,-2.55271297741
ACH-001283,-1.8992695497499998
ACH-001289,-1.8202647883200003
ACH-001295,-1.8174606821500001
ACH-001300,-1.79982191866
ACH-001301,-1.8558016889200002
ACH-001302,-2.01437353403
ACH-001303,-1.91500456341
ACH-001306,-1.7244194234099999
ACH-001318,-1.6072655243599998
ACH-001322,-1.56291615118
ACH-001328,-1.6915563412
ACH-001332,-1.5736040340000002
ACH-001333,-1.51089406481
ACH-001336,-1.6154447051700003
ACH-001340,-1.9049315225299999
ACH-001346,-1.7491878312
ACH-001353,-1.7570264866900003
ACH-001354,-2.15415566927
ACH-001367,-1.79742423521
ACH-001368,-1.8515367307900004
ACH-001374,-1.22253014235
ACH-001375,-1.44235072727
ACH-001377,-1.9590115062200002
ACH-001380,-1.6246922712
ACH-001391,-2.19871149526
ACH-001407,-1.2722602201
ACH-001408,-1.9750321669
ACH-001413,-1.5058156736200001
ACH-001430,-1.9871492528599999
ACH-001431,-1.8689986888799999
ACH-001450,-1.3808881131
ACH-001496,-1.7029311750999998
ACH-001500,-1.18422901891
ACH-001521,-1.8342229202400002
ACH-001523,-1.8651250886400002
ACH-001532,-1.7443915231799998
ACH-001536,-1.88845326403
ACH-001550,-1.64615324102
ACH-001552,-1.62390832576
ACH-001554,-1.7650616858400001
ACH-001645,-1.76327750878
ACH-001654,-1.97156732435
ACH-001715,-1.78924422101
ACH-001735,-1.84350895009
ACH-001736,-1.8352263444299999
ACH-001737,-1.81756589309
ACH-001740,-1.88906028943
ACH-001745,-1.9281114094999998
ACH-001750,-1.75119811415
ACH-001765,-2.00687134625
ACH-001956,-1.58272486984
ACH-001957,-1.59977094042
