,BAK1 (578)
ACH-000701,-0.557010342527
ACH-000706,-0.287754576122
ACH-000711,-0.39686696292900003
ACH-000713,-0.688769240653
ACH-000714,-0.311037414026
ACH-000718,-0.542207912149
ACH-000720,-0.444013084259
ACH-000721,-0.562799475781
ACH-000724,0.176931050702
ACH-000725,-0.27999028509
ACH-000732,-0.40962301386
ACH-000734,-0.238151326587
ACH-000735,-0.297880014083
ACH-000736,-0.274855250721
ACH-000738,-0.199908621728
ACH-000746,-0.25975995238899996
ACH-000747,-0.0777257439924
ACH-000748,-0.367548501514
ACH-000753,-0.22933060016399998
ACH-000756,-0.516253473847
ACH-000757,-0.124922552922
ACH-000758,-0.267026741821
ACH-000760,-0.42060788445299996
ACH-000763,-0.442262750062
ACH-000764,-0.26480065769
ACH-000765,-0.439241336783
ACH-000766,-0.538640746404
ACH-000767,-0.573056680838
ACH-000768,-0.505954930457
ACH-000769,-0.444875793926
ACH-000770,-0.384207741348
ACH-000771,-0.38228631011299996
ACH-000773,-0.5397728078980001
ACH-000776,-0.157775023901
ACH-000777,-0.41664124045
ACH-000778,-0.34634279135300006
ACH-000781,-0.30277927606
ACH-000782,-0.277663711162
ACH-000783,-0.5708728673160001
ACH-000784,-0.499443662227
ACH-000785,-0.489253982584
ACH-000787,-0.346779020399
ACH-000788,-0.270104121869
ACH-000791,-0.583821394106
ACH-000792,-0.208832953649
ACH-000794,-0.21294019123
ACH-000796,-0.43570492809699995
ACH-000799,-0.291817506197
ACH-000800,-0.189814799158
ACH-000802,-0.10515948064099999
ACH-000804,-0.450455073697
ACH-000805,-0.34502413348800004
ACH-000809,-0.39387199764799996
ACH-000810,-0.530172847276
ACH-000811,-0.415752565545
ACH-000817,-0.242372203085
ACH-000819,-0.25249162308
ACH-000820,-0.455348153308
ACH-000821,-0.21776446604699998
ACH-000822,-0.534839869597
ACH-000823,-0.346040849208
ACH-000824,-0.32912699928100003
ACH-000827,-0.469225872634
ACH-000829,-0.349280991293
ACH-000831,-0.366304964582
ACH-000832,-0.260713676161
ACH-000833,-0.360682156149
ACH-000834,-0.21846512286999997
ACH-000835,-0.221554138869
ACH-000836,-0.41135070036399995
ACH-000837,-0.438580230578
ACH-000838,-0.463795954936
ACH-000839,-0.06352731404090001
ACH-000840,-0.296350647219
ACH-000841,-0.380752107851
ACH-000843,-0.153618119771
ACH-000846,-0.433694243625
ACH-000847,-0.261132503486
ACH-000848,-0.332076767526
ACH-000849,-0.0673617719602
ACH-000851,-0.213182660246
ACH-000855,-0.362736188057
ACH-000856,-0.390400198708
ACH-000858,-0.362826862304
ACH-000859,-0.6795440936980001
ACH-000861,-0.395786032429
ACH-000862,-0.479076213874
ACH-000865,-0.48157892473499997
ACH-000866,-0.31655096006
ACH-000867,-0.41614417795100006
ACH-000869,-0.405445916012
ACH-000872,-0.277038730716
ACH-000873,-0.420199161466
ACH-000876,-0.574270009208
ACH-000878,-0.00974191695893
ACH-000880,-0.316637203715
ACH-000881,-0.27783926554
ACH-000882,-0.22207584398299998
ACH-000884,-0.264860695293
ACH-000885,-0.406640290986
ACH-000887,-0.280777031423
ACH-000888,-0.393270586592
ACH-000889,-0.673629971679
ACH-000890,-0.542696076633
ACH-000896,-0.262325695625
ACH-000898,-0.34596748334
ACH-000900,-0.318095118374
ACH-000901,-0.471757181946
ACH-000905,-0.280065583367
ACH-000906,-0.49251387264300006
ACH-000907,-0.400353262078
ACH-000910,-0.494953527426
ACH-000911,-0.388272385622
ACH-000912,-0.20398247763900001
ACH-000913,-0.329031557015
ACH-000915,-0.42885581832599995
ACH-000916,-0.38031664620399996
ACH-000917,-0.182311024466
ACH-000921,-0.21553281821999998
ACH-000924,-0.46151055837300003
ACH-000926,-0.486881878619
ACH-000928,-0.380502490923
ACH-000929,0.00356226541521
ACH-000932,-0.41732077009900004
ACH-000935,-0.305054610777
ACH-000936,-0.667094414673
ACH-000937,-0.560726751469
ACH-000938,-0.298309203669
ACH-000939,-0.45821662781499994
ACH-000941,-0.470518017803
ACH-000943,-0.23184899805700002
ACH-000946,-0.140539126819
ACH-000947,-0.20718992129099997
ACH-000948,-0.41765297073299995
ACH-000950,-0.213159113852
ACH-000953,-0.233402169238
ACH-000957,-0.37185545650799995
ACH-000958,-0.198968807736
ACH-000960,-0.302068098073
ACH-000963,0.251697344384
ACH-000968,-0.16428256839000002
ACH-000969,-0.21636606502300001
ACH-000973,-0.407237693204
ACH-000974,-0.351487019252
ACH-000975,-0.42540734783399997
ACH-000976,-0.389325532301
ACH-000978,-0.46704690505400004
ACH-000980,-0.41572065230300004
ACH-000984,-0.340038638989
ACH-000986,-0.289439828206
ACH-000988,-0.581241751529
ACH-000993,-0.497292647421
ACH-000994,-0.396807489932
ACH-000996,-0.24265991786
ACH-001001,-0.612414576147
ACH-001020,-0.479576473103
ACH-001028,-0.37068999349299997
ACH-001031,-0.328699648015
ACH-001038,-0.480041803512
ACH-001048,-0.485418555835
ACH-001050,-0.17607874776000002
ACH-001053,-0.430126181856
ACH-001054,-0.496732301383
ACH-001061,-0.489235059762
ACH-001067,-0.321108715333
ACH-001075,-0.222047466965
ACH-001096,-0.534916446811
ACH-001128,-0.402358655507
ACH-001134,-0.336048220146
ACH-001151,-0.44720598174099996
ACH-001163,-0.448256417375
ACH-001164,-0.45470151341000004
ACH-001173,-0.39715710196500004
ACH-001183,-0.241868771862
ACH-001184,-0.517088303724
ACH-001190,-0.264569430124
ACH-001192,-0.37740904784699997
ACH-001193,-0.327838546859
ACH-001196,-0.38561009174099997
ACH-001197,-0.466780732644
ACH-001205,-0.409522731215
ACH-001211,-0.360703738349
ACH-001212,-0.228258583252
ACH-001228,-0.379956531591
ACH-001232,-0.318522162331
ACH-001239,-0.48927882021200003
ACH-001274,-0.124118190516
ACH-001275,-0.378109848811
ACH-001277,-0.47770793238000003
ACH-001278,-0.187842477333
ACH-001280,-0.681372725068
ACH-001283,0.616591839595
ACH-001289,-0.0827452537732
ACH-001295,-0.282542147973
ACH-001300,-0.369370729823
ACH-001301,-0.270576235109
ACH-001302,-0.35104501844
ACH-001303,-0.670057937345
ACH-001306,-0.524035892506
ACH-001318,-0.1117987059
ACH-001322,-0.16761762600299998
ACH-001328,-0.266061851301
ACH-001332,-0.387724813322
ACH-001333,-0.0916896475732
ACH-001336,-0.38291678258699996
ACH-001340,-0.286572648475
ACH-001346,-0.30152108629200003
ACH-001353,-0.486949070719
ACH-001354,0.288963378421
ACH-001367,-0.173065700407
ACH-001368,-0.45135480058999994
ACH-001374,-0.620902624765
ACH-001375,-0.288936857139
ACH-001377,-0.45364905039399994
ACH-001380,-0.364477123148
ACH-001391,-0.480601033723
ACH-001407,-0.251873254169
ACH-001408,-0.249060157196
ACH-001413,-0.350513570595
ACH-001430,-0.520283230769
ACH-001431,-0.484860569678
ACH-001450,-0.311949112568
ACH-001496,-0.33627770642099997
ACH-001500,-0.37429948720899997
ACH-001521,-0.353978239816
ACH-001523,-0.199827236607
ACH-001532,-0.201693813309
ACH-001536,-0.27841840651599997
ACH-001550,-0.30136102145
ACH-001552,-0.377323479208
ACH-001554,-0.293478671144
ACH-001645,-0.424718837532
ACH-001654,-0.581995209327
ACH-001715,-0.568188140441
ACH-001735,-0.504107716964
ACH-001736,-0.171320741098
ACH-001737,-1.12884643713
ACH-001740,-0.09119478714639999
ACH-001745,-0.20387872672600002
ACH-001750,-0.322962580306
ACH-001765,-0.481078960424
ACH-001956,-0.312666289312
ACH-001957,-0.560687636417
