,RACGAP1 (29127)
ACH-000243,-1.46116932294
ACH-000244,-1.4589342463
ACH-000246,-1.21330278268
ACH-000248,-1.3059958247299999
ACH-000250,-1.0651998507
ACH-000251,-1.1062770898
ACH-000253,-1.42008909435
ACH-000255,-1.36699647059
ACH-000256,-1.3522519657499998
ACH-000257,-1.4342130941
ACH-000258,-1.60833899588
ACH-000259,-1.47374148779
ACH-000260,-1.4225709606299999
ACH-000261,-1.3959882114500002
ACH-000262,-1.32940835161
ACH-000263,-1.6886721954
ACH-000264,-1.32176789953
ACH-000265,-1.5008141410100002
ACH-000266,-1.57541817232
ACH-000272,-1.05918293066
ACH-000273,-1.39570864812
ACH-000274,-1.50496807067
ACH-000277,-1.33393459887
ACH-000278,-1.25493650566
ACH-000279,-1.6348847392599999
ACH-000280,-1.4552131025
ACH-000281,-1.5593144407
ACH-000288,-1.58350561978
ACH-000291,-1.50962883667
ACH-000293,-1.46683759839
ACH-000294,-1.26845070723
ACH-000295,-1.3194885348
ACH-000296,-1.48080426165
ACH-000302,-1.4195162046
ACH-000304,-1.83918455069
ACH-000307,-1.4551329468
ACH-000308,-1.3909775839200003
ACH-000310,-1.90722419844
ACH-000311,-1.54852321595
ACH-000312,-1.49836891903
ACH-000315,-1.1953618776100001
ACH-000316,-1.4960456038799999
ACH-000317,-1.0909578117799998
ACH-000318,-1.4061345622299999
ACH-000319,-1.52818321385
ACH-000320,-1.45806550783
ACH-000322,-1.17550934105
ACH-000323,-1.27653082527
ACH-000324,-1.18681493101
ACH-000329,-1.50356516265
ACH-000330,-1.3118040669
ACH-000331,-1.32869433293
ACH-000332,-1.53408097982
ACH-000334,-1.16089076609
ACH-000335,-1.03136790203
ACH-000336,-1.3879645175400002
ACH-000337,-1.39566271959
ACH-000339,-1.40925557604
ACH-000341,-1.4465844136700001
ACH-000348,-1.20850244565
ACH-000350,-1.80139535177
ACH-000352,-1.3738686383200003
ACH-000356,-1.46116879176
ACH-000361,-1.2768924820799998
ACH-000362,-1.34105039713
ACH-000363,-1.30959342861
ACH-000364,-1.38371803571
ACH-000365,-1.27177936253
ACH-000366,-1.45209458342
ACH-000368,-1.44981505762
ACH-000374,-1.49708095331
ACH-000375,-1.60804008696
ACH-000376,-1.53137305846
ACH-000381,-1.4157878737
ACH-000383,-1.5969969984299999
ACH-000387,-1.2994400729200002
ACH-000389,-1.4728993237299999
ACH-000390,-1.38412426136
ACH-000393,-1.30046723516
ACH-000395,-1.6052334182199999
ACH-000397,-1.31422121405
ACH-000401,-1.5965726707899999
ACH-000402,-1.55952167968
ACH-000403,-1.5288545901800001
ACH-000404,-1.27188160131
ACH-000406,-1.40813177132
ACH-000407,-1.5345667087900001
ACH-000408,-1.31173827438
ACH-000410,-1.39070199944
ACH-000411,-1.26909385735
ACH-000414,-1.15905784016
ACH-000415,-1.11167118727
ACH-000416,-1.4860325855399998
ACH-000420,-1.50908518551
ACH-000421,-1.40961441417
ACH-000424,-1.49645339201
ACH-000425,-1.2992662004200002
ACH-000426,-1.43268078998
ACH-000427,-1.4448091039
ACH-000433,-1.58102295607
ACH-000436,-1.63275808238
ACH-000444,-1.2952721436799999
ACH-000445,-1.41759472614
ACH-000448,-1.4272419809399999
ACH-000450,-1.29165390091
ACH-000452,-1.51287113475
ACH-000454,-1.6108525258200002
ACH-000458,-1.35016940219
ACH-000459,-0.7005841704369999
ACH-000460,-1.5129879692800001
ACH-000461,-1.47459224998
ACH-000463,-1.43616897154
ACH-000464,-1.74092087587
ACH-000466,-1.62704044223
ACH-000467,-1.33406133333
ACH-000468,-1.4892332949399998
ACH-000469,-1.273383812
ACH-000470,-1.5138775242500002
ACH-000471,-1.48576198941
ACH-000472,-1.49809849803
ACH-000473,-1.3512509173299998
ACH-000475,-1.41136261252
ACH-000476,-1.48782903134
ACH-000477,-1.4097713991
ACH-000480,-1.32277469467
ACH-000481,-1.757108921
ACH-000483,-1.6256835570800001
ACH-000484,-1.7590222628599999
ACH-000485,-1.48492446135
ACH-000486,-1.15727153241
ACH-000487,-1.3297499559200001
ACH-000488,-1.25241865114
ACH-000490,-1.14224456421
ACH-000491,-1.4234593508500002
ACH-000495,-1.00088933139
ACH-000496,-1.41512063421
ACH-000499,-1.2903198364
ACH-000500,-1.43305974617
ACH-000502,-1.50656824303
ACH-000503,-1.3452279312900002
ACH-000505,-1.61792788306
ACH-000507,-1.39707541625
ACH-000510,-1.4118521138799998
ACH-000511,-1.06876244335
ACH-000512,-0.9040408053910001
ACH-000516,-1.69245168648
ACH-000517,-1.62169277829
ACH-000518,-1.27335575345
ACH-000520,-1.2629974858700002
ACH-000521,-1.2740571090700001
ACH-000522,-1.16301354033
ACH-000524,-1.41275176674
ACH-000527,-1.5068924955
ACH-000528,-1.3552423347100002
ACH-000537,-1.6106005325900001
ACH-000541,-1.7539024241999999
ACH-000542,-1.18575731044
ACH-000544,-1.25665603528
ACH-000545,-1.32429674552
ACH-000547,-0.9972222977040001
ACH-000548,-1.5928548128
ACH-000549,-1.6213066786
ACH-000550,-1.54908980947
ACH-000552,-1.33052212535
ACH-000556,-1.5025994607
ACH-000557,-1.6582193085199999
ACH-000570,-1.27937678904
ACH-000571,-1.46674154639
ACH-000573,-1.70110249731
ACH-000576,-1.15979660488
ACH-000580,-1.74582320135
ACH-000584,-1.7236695685699999
ACH-000585,-1.4657845485299998
ACH-000588,-1.18401714888
ACH-000589,-1.31767036765
ACH-000591,-1.5792016384999998
ACH-000593,-1.38732277869
ACH-000600,-1.36673664871
ACH-000601,-1.5071232066
ACH-000604,-1.33988775416
ACH-000605,-1.21983422755
ACH-000606,-1.3578832428799998
ACH-000608,-1.15094319276
ACH-000614,-1.68494371689
ACH-000616,-1.6271967182
ACH-000618,-1.4363474625100001
ACH-000619,-1.2311460822600002
ACH-000620,-1.45970620553
ACH-000621,-1.5704720886
ACH-000622,-1.5957261714500002
ACH-000623,-1.4212859868
ACH-000624,-1.4396622521
ACH-000627,-1.41224535935
ACH-000630,-1.43195124757
ACH-000632,-1.2895178019700002
ACH-000633,-1.34436547878
ACH-000637,-1.33563363658
ACH-000638,-1.23597524831
ACH-000646,-1.4884190363799998
ACH-000647,-1.69461303308
ACH-000648,-1.20898988956
ACH-000649,-1.21504498571
ACH-000651,-1.2630782407799999
ACH-000652,-1.06107885236
ACH-000653,-1.63282000623
ACH-000657,-1.4896957288
ACH-000658,-1.28021953492
ACH-000661,-1.47064214431
ACH-000662,-1.38588813393
ACH-000663,-1.4252158558599999
ACH-000665,-1.4329573191299998
ACH-000671,-1.42072909466
ACH-000673,-1.4193140818599999
ACH-000676,-1.6593416576299997
ACH-000677,-1.4661086857799999
ACH-000681,-1.5046654688799999
ACH-000682,-1.4620529460499998
ACH-000683,-1.6038268197999999
ACH-000684,-1.1701458065
ACH-000688,-1.1187204887200002
ACH-000693,-1.35631113014
ACH-000694,-1.3737437831700001
ACH-000695,-1.8062970188999998
ACH-000696,-1.30068054854
ACH-000697,-1.3282177779100002
ACH-000699,-1.65864269819
ACH-000701,-1.45093542234
ACH-000706,-1.5219952456299999
ACH-000711,-1.44587852857
ACH-000713,-1.14531695531
ACH-000714,-1.28552050436
ACH-000718,-1.61047598528
ACH-000720,-1.2454409766399999
ACH-000721,-1.32535328509
ACH-000724,-1.3194958598200002
ACH-000725,-1.50575898762
ACH-000732,-1.4723272650299999
ACH-000734,-1.40443927967
ACH-000735,-1.49374282224
ACH-000736,-1.4097265619100001
ACH-000738,-1.32811036369
ACH-000746,-1.28745174567
ACH-000747,-1.56552254556
ACH-000748,-1.32268503066
ACH-000753,-1.43847055579
ACH-000756,-1.62124886217
ACH-000757,-1.49009418747
ACH-000758,-1.4749872374500002
ACH-000760,-1.30442964062
ACH-000763,-1.20134336196
ACH-000764,-1.62485678284
ACH-000765,-1.59721896225
ACH-000766,-1.42225964039
ACH-000767,-1.60957339429
ACH-000768,-1.468638963
ACH-000769,-1.2180277070799999
ACH-000770,-1.3642901672
ACH-000771,-1.2966830915
ACH-000773,-1.49000165553
ACH-000776,-1.11334370404
ACH-000777,-1.54701915382
ACH-000778,-1.5438253262200001
ACH-000781,-1.56135857107
ACH-000782,-1.2626793525
ACH-000783,-1.3635866063100002
ACH-000784,-1.51979951772
ACH-000785,-1.5156958650299999
ACH-000787,-1.38848245153
ACH-000788,-1.24948380962
ACH-000791,-1.26314246863
ACH-000792,-1.26450946765
ACH-000794,-1.34334604144
ACH-000796,-1.5475679599799999
ACH-000799,-1.37750453898
ACH-000800,-1.66308337535
ACH-000802,-1.2140566517799998
ACH-000804,-1.51456838528
ACH-000805,-1.38470287664
ACH-000809,-1.29421647442
ACH-000810,-1.7836267878
ACH-000811,-1.44515263879
ACH-000817,-1.1906096774200001
ACH-000819,-1.67733531898
ACH-000820,-0.76604687183
ACH-000821,-1.4715026306499999
ACH-000822,-1.86212113539
ACH-000823,-1.31142773451
ACH-000824,-1.65495483309
ACH-000827,-1.47056852475
ACH-000829,-1.33466752305
ACH-000831,-1.4691784922600002
ACH-000832,-1.4417089273199999
ACH-000833,-1.5593679207299997
ACH-000834,-1.55046813382
ACH-000835,-1.51610098178
ACH-000836,-1.61251883696
ACH-000837,-1.3825307193399998
ACH-000838,-1.31065429958
ACH-000839,-1.40029969129
ACH-000840,-1.32087317792
ACH-000841,-1.30325471459
ACH-000843,-1.2920011819
ACH-000846,-1.36552854237
ACH-000847,-1.5426029604299998
ACH-000848,-1.54045466699
ACH-000849,-1.60851024803
ACH-000851,-1.4763782108599999
ACH-000855,-1.2094117307799999
ACH-000856,-1.5143306198700002
ACH-000858,-1.24614857877
ACH-000859,-1.4200411380200002
ACH-000861,-1.43437776995
ACH-000862,-1.24335091373
ACH-000865,-1.2388689692000001
ACH-000866,-1.4045804004
ACH-000867,-1.34425764161
ACH-000869,-1.10853917295
ACH-000872,-1.4134790467899998
ACH-000873,-1.6368450266299999
ACH-000876,-1.67132363268
ACH-000878,-1.3649800856799998
ACH-000880,-1.51509313741
ACH-000881,-1.38616515287
ACH-000882,-1.4861185725900001
ACH-000884,-1.55730436031
ACH-000885,-1.4943661625
ACH-000887,-1.41199419465
ACH-000888,-1.38712249852
ACH-000889,-1.4020968414500001
ACH-000890,-1.2723311389799998
ACH-000896,-1.18029910205
ACH-000898,-1.5954224703400002
ACH-000900,-1.42890588424
ACH-000901,-1.5413897585299998
ACH-000905,-1.3225382963299999
ACH-000906,-1.4840202723
ACH-000907,-1.0887699303
ACH-000910,-1.44299630818
ACH-000911,-1.4101036415900001
ACH-000912,-1.37230042614
ACH-000913,-1.5308448898500002
ACH-000915,-1.4700930080399999
ACH-000916,-1.30847968259
ACH-000917,-1.26104129256
ACH-000921,-1.6014937888499998
ACH-000924,-1.4804856947100002
ACH-000926,-1.52360932526
ACH-000928,-1.24415578203
ACH-000929,-1.70096635859
ACH-000932,-1.24222053308
ACH-000935,-1.50784852007
ACH-000936,-1.33143944601
ACH-000937,-1.36986303784
ACH-000938,-1.10659763674
ACH-000939,-1.4567671786399998
ACH-000941,-1.2293930619700002
ACH-000943,-1.39171224428
ACH-000946,-1.4558933810699999
ACH-000947,-1.6034929686100001
ACH-000948,-1.1961026289299999
ACH-000950,-1.26779395312
ACH-000953,-1.2333066851899999
ACH-000957,-1.48554467559
ACH-000958,-1.4737563031799998
ACH-000960,-1.19780350487
ACH-000963,-1.56544284367
ACH-000968,-1.4590445568700001
ACH-000969,-1.47192267771
ACH-000973,-1.4585542090099999
ACH-000974,-1.37339689655
ACH-000975,-1.4056808455
ACH-000976,-1.40349388575
ACH-000978,-1.64939112185
ACH-000980,-1.5972585248700002
ACH-000984,-1.62765741458
ACH-000986,-1.43744295208
ACH-000988,-1.20724264399
ACH-000993,-1.4687748513299999
ACH-000994,-1.7260664787900002
ACH-000996,-1.47917108843
ACH-001001,-1.26324545455
ACH-001020,-1.3060484720299999
ACH-001028,-1.39759913325
ACH-001031,-1.66365273513
ACH-001038,-1.5273289459900001
ACH-001048,-1.18293645757
ACH-001050,-1.52998017
ACH-001053,-1.4079586613400001
ACH-001054,-1.34850161494
ACH-001061,-1.22346861395
ACH-001067,-1.3719615400299998
ACH-001075,-1.4452583918700002
ACH-001096,-1.3206476790700001
ACH-001128,-1.6556909794499999
ACH-001134,-1.5199417999200002
ACH-001151,-1.41134468255
ACH-001163,-1.6540769473899999
ACH-001164,-1.4229340941
ACH-001173,-1.43386980256
ACH-001183,-1.38956140468
ACH-001184,-1.13612482393
ACH-001190,-1.49148204579
ACH-001192,-1.59498753025
ACH-001193,-1.63609819169
ACH-001196,-1.36525792743
ACH-001197,-1.33758869217
ACH-001205,-1.59778758088
ACH-001211,-1.6281543291100002
ACH-001212,-1.39908765194
ACH-001228,-1.26930345807
ACH-001232,-1.3118613150799998
ACH-001239,-1.3058395654500001
ACH-001274,-1.11529918135
ACH-001275,-1.55853581833
ACH-001277,-1.56306422338
ACH-001278,-1.54840251149
ACH-001280,-1.53104914147
ACH-001283,-1.1933214229200002
ACH-001289,-1.3516863630899998
ACH-001295,-1.40071667494
ACH-001300,-1.62303669223
ACH-001301,-1.4437110430000002
ACH-001302,-1.30339834264
ACH-001303,-1.78696581468
ACH-001306,-1.1372222601200002
ACH-001318,-1.2637735632200002
ACH-001322,-1.1724946111
ACH-001328,-1.38990106611
ACH-001332,-1.26558918001
ACH-001333,-1.38863937598
ACH-001336,-1.39515765686
ACH-001340,-1.23357847185
ACH-001346,-1.3690884612
ACH-001353,-1.37770155053
ACH-001354,-1.41878003305
ACH-001367,-1.03241774039
ACH-001368,-1.57543805915
ACH-001374,-1.16773017635
ACH-001375,-1.51877965523
ACH-001377,-1.4315521447600001
ACH-001380,-1.63248803248
ACH-001391,-1.5901526016999998
ACH-001407,-1.51656618175
ACH-001408,-1.21655946272
ACH-001413,-1.36786958227
ACH-001430,-1.3509656917100001
ACH-001431,-1.41260897677
ACH-001450,-1.29050992461
ACH-001496,-1.47471207359
ACH-001500,-1.66130834993
ACH-001521,-1.68576945393
ACH-001523,-1.4009563012700001
ACH-001532,-1.43829511261
ACH-001536,-1.38609282379
ACH-001550,-1.7428965338299998
ACH-001552,-1.5702672763999999
ACH-001554,-1.37664506239
ACH-001645,-1.46335002754
ACH-001654,-1.30879659077
ACH-001715,-1.3693084441699999
ACH-001735,-1.37367220789
ACH-001736,-1.15589922558
ACH-001737,-1.17204143809
ACH-001740,-1.05556269935
ACH-001745,-1.10533524301
ACH-001750,-1.3105653767299998
ACH-001765,-1.3012135191299998
ACH-001956,-1.41643785605
ACH-001957,-1.34196210712
