,CHAF1A (10036)
ACH-000361,-1.18232267247
ACH-000362,-1.30008710689
ACH-000363,-1.21369531521
ACH-000364,-1.5062056199399998
ACH-000365,-0.968380672941
ACH-000366,-1.3770096782899999
ACH-000368,-1.13535608884
ACH-000374,-1.2199213179700001
ACH-000375,-1.3244123104899999
ACH-000376,-1.13238172436
ACH-000381,-1.3468622191400001
ACH-000383,-1.42690463729
ACH-000387,-1.60923436006
ACH-000389,-1.4337301957
ACH-000390,-1.45501519681
ACH-000393,-1.45687992473
ACH-000395,-1.07199603473
ACH-000397,-1.1151932548999999
ACH-000401,-1.35865177475
ACH-000402,-1.4507551022799998
ACH-000403,-1.39313856604
ACH-000404,-1.07325264543
ACH-000406,-1.3004973021500001
ACH-000407,-1.28705714875
ACH-000408,-1.04000059071
ACH-000410,-1.62114310111
ACH-000411,-1.2282411843
ACH-000414,-1.6905963829600001
ACH-000415,-1.172270307
ACH-000416,-1.26137817046
ACH-000420,-1.28088588869
ACH-000421,-1.24904340906
ACH-000424,-1.3375907174500001
ACH-000425,-1.13586760889
ACH-000426,-1.6831569852200001
ACH-000427,-1.44753250491
ACH-000433,-1.49164954282
ACH-000436,-1.31280715842
ACH-000444,-1.4103252697600002
ACH-000445,-1.53850128489
ACH-000448,-1.1327527640000001
ACH-000450,-1.5314831989
ACH-000452,-1.24855127955
ACH-000454,-1.0866858319
ACH-000458,-1.21685161485
ACH-000459,-1.19524254847
ACH-000460,-1.2755538909
ACH-000461,-1.5961722307600001
ACH-000463,-1.1762759019
ACH-000464,-1.22116569405
ACH-000466,-1.0812294028799998
ACH-000467,-1.06301487043
ACH-000468,-1.2642655031299999
ACH-000469,-1.53923561291
ACH-000470,-1.16214096284
ACH-000471,-1.1569659962899999
ACH-000472,-1.21693707431
ACH-000473,-1.02159786803
ACH-000475,-1.1887036150599999
ACH-000476,-1.25725078372
ACH-000477,-1.45670494291
ACH-000480,-0.801968889165
ACH-000481,-1.4539794268700001
ACH-000483,-1.38741259697
ACH-000484,-1.250197201
ACH-000485,-1.20143093485
ACH-000486,-1.0404294735
ACH-000487,-1.35749567429
ACH-000488,-1.19680723568
ACH-000490,-1.0652220974
ACH-000491,-1.29477441452
ACH-000495,-0.994540621208
ACH-000496,-1.24723113776
ACH-000499,-1.06503605081
ACH-000500,-0.709008480462
ACH-000502,-1.16914784052
ACH-000503,-0.787313716005
ACH-000505,-1.49371369195
ACH-000507,-1.21170294695
ACH-000510,-1.23654485001
ACH-000511,-1.25779574114
ACH-000512,-0.7788307812190001
ACH-000516,-1.5493458599
ACH-000517,-1.37984836835
ACH-000518,-1.1474983377099999
ACH-000520,-0.966669242072
ACH-000521,-1.3905980320299998
ACH-000522,-1.42282262617
ACH-000524,-1.51967950535
ACH-000527,-1.23800736116
ACH-000528,-1.22514461939
ACH-000537,-0.921983220086
ACH-000541,-1.4158920592299997
ACH-000542,-1.19652907779
ACH-000544,-1.11476093908
ACH-000545,-1.2702773963299998
ACH-000547,-1.2707754559200002
ACH-000548,-1.31511435037
ACH-000549,-1.38326752072
ACH-000550,-1.0917020393899999
ACH-000552,-1.2837454855600001
ACH-000556,-1.3660710770500002
ACH-000557,-1.61850567231
ACH-000570,-1.0103670497
ACH-000571,-1.55624660373
ACH-000573,-1.47678422127
ACH-000576,-1.0763731732100001
ACH-000580,-1.2874418809200001
ACH-000584,-1.5953704445899999
ACH-000585,-1.3996591446200002
ACH-000588,-1.04557614399
ACH-000589,-1.15214127245
ACH-000591,-1.37435789
ACH-000593,-0.986477279923
ACH-000600,-1.18441218
ACH-000601,-1.18028671343
ACH-000604,-0.995434536067
ACH-000605,-1.4707989084399997
ACH-000606,-1.06913354814
ACH-000608,-1.90421361208
ACH-000614,-1.21165250014
ACH-000616,-0.982329548056
ACH-000618,-0.9662066523010001
ACH-000619,-1.3334245810299998
ACH-000620,-1.38641539408
ACH-000621,-1.4585180204
ACH-000622,-1.17546888595
ACH-000623,-1.01328871203
ACH-000624,-1.3796785362700001
ACH-000627,-1.38950605114
ACH-000630,-1.00985792809
ACH-000632,-1.3720862680700001
ACH-000633,-1.77686198208
ACH-000637,-1.21537367895
ACH-000638,-1.25090609404
ACH-000646,-1.27180682619
ACH-000647,-1.3137607027
ACH-000648,-1.1982225313400001
ACH-000649,-0.894221974479
ACH-000651,-1.0628213774700002
ACH-000652,-1.24160897801
ACH-000653,-1.21696205044
ACH-000657,-1.25116466503
ACH-000658,-1.33029357775
ACH-000661,-1.3052082497700002
ACH-000662,-1.7648777714
ACH-000663,-1.14176193515
ACH-000665,-0.994876960563
ACH-000671,-1.3839857854299997
ACH-000673,-1.3335530185
ACH-000676,-1.3468872122600002
ACH-000677,-1.46112094532
ACH-000681,-1.32574251973
ACH-000682,-1.27212194868
ACH-000683,-1.2737472291299998
ACH-000684,-1.19574688987
ACH-000688,-1.5153193279799997
ACH-000693,-1.12589329972
ACH-000694,-1.13883111116
ACH-000695,-1.5015055803400001
ACH-000696,-1.30190985951
ACH-000697,-1.1547845434200001
ACH-000699,-1.66094222152
ACH-000701,-1.5302373621
ACH-000706,-1.24651778269
ACH-000711,-1.28077180268
ACH-000713,-1.34610139355
ACH-000714,-1.40837276618
ACH-000718,-1.28796906836
ACH-000720,-1.17248568528
ACH-000721,-1.17728270318
ACH-000724,-1.4073100588299998
ACH-000725,-1.6774996807700002
ACH-000732,-0.9854847211929999
ACH-000734,-1.22739310923
ACH-000735,-1.2122124409200001
ACH-000736,-1.19312135243
ACH-000738,-1.1668015447799998
ACH-000746,-1.61783581348
ACH-000747,-1.28550595181
ACH-000748,-1.28877077591
ACH-000753,-1.19765752177
ACH-000756,-1.3410572740100002
ACH-000757,-1.3623945137600002
ACH-000758,-1.5403824015600003
ACH-000760,-1.09020118601
ACH-000763,-1.12650118784
ACH-000764,-1.26489762636
ACH-000765,-1.07401303565
ACH-000766,-1.20177362086
ACH-000767,-1.6554249797299998
ACH-000768,-1.1721302198899999
ACH-000769,-1.3869315562399998
ACH-000770,-1.22399917855
ACH-000771,-0.897034255899
ACH-000773,-0.8622902022329999
ACH-000776,-1.1279912808900001
ACH-000777,-1.06852163035
ACH-000778,-1.1410685957
ACH-000781,-1.2728495079
ACH-000782,-1.00859778039
ACH-000783,-1.46028563102
ACH-000784,-0.895138612788
ACH-000785,-1.5308413171700002
ACH-000787,-1.0491544209600001
ACH-000788,-1.2430133986299998
ACH-000791,-1.0976281543700002
ACH-000792,-1.13595031835
ACH-000794,-1.28534718795
ACH-000796,-1.19634033843
ACH-000799,-1.2927357097
ACH-000800,-0.9634923343100001
ACH-000802,-1.25329310765
ACH-000804,-1.33725512698
ACH-000805,-1.44960136675
ACH-000809,-1.3690055780300001
ACH-000810,-1.32795164587
ACH-000811,-1.02873504972
ACH-000817,-0.93588304771
ACH-000819,-1.31928046184
ACH-000820,-1.28900319506
ACH-000821,-0.936217580205
ACH-000822,-1.32411331475
ACH-000823,-1.34307642961
ACH-000824,-1.28967837638
ACH-000827,-1.1733531011
ACH-000829,-1.2564986439399999
ACH-000831,-1.27780968046
ACH-000832,-1.12286091354
ACH-000833,-1.43771268727
ACH-000834,-1.0810642885100001
ACH-000835,-1.11914776003
ACH-000836,-1.1420820098200002
ACH-000837,-1.12417261199
ACH-000838,-1.3462979653
ACH-000839,-0.9342640581180001
ACH-000840,-0.9931511728129999
ACH-000841,-1.25444083248
ACH-000843,-1.1567884413
ACH-000846,-1.27053849955
ACH-000847,-0.981711837218
ACH-000848,-1.09053060509
ACH-000849,-1.22250917028
ACH-000851,-1.23744264566
ACH-000855,-1.03806609587
ACH-000856,-1.23847737719
ACH-000858,-1.28860192971
ACH-000859,-1.27964091235
ACH-000861,-1.5337637332
ACH-000862,-1.01603345672
ACH-000865,-1.24277387779
ACH-000866,-1.21256055414
ACH-000867,-1.4591377507700003
ACH-000869,-1.32071459384
ACH-000872,-1.21839106389
ACH-000873,-1.39963386277
ACH-000876,-1.7201321914099996
ACH-000878,-1.4048023042299997
ACH-000880,-0.942040163277
ACH-000881,-1.21710781329
ACH-000882,-1.1794814411499999
ACH-000884,-0.836595727531
ACH-000885,-1.26995419728
ACH-000887,-1.23122516554
ACH-000888,-1.26922502441
ACH-000889,-1.33463121119
ACH-000890,-1.33199428255
ACH-000896,-1.04825107456
ACH-000898,-1.04457569662
ACH-000900,-1.27933824756
ACH-000901,-1.37251012752
ACH-000905,-1.2570858741600002
ACH-000906,-1.20001965198
ACH-000907,-1.1520865713700001
ACH-000910,-1.4740711122299999
ACH-000911,-1.13782226811
ACH-000912,-1.2951828798799998
ACH-000913,-1.16567195141
ACH-000915,-1.4303670607700003
ACH-000916,-1.47146489875
ACH-000917,-1.0932103016799999
ACH-000921,-1.2158783217
ACH-000924,-1.37027883971
ACH-000926,-1.2068501627700001
ACH-000928,-1.36917974043
ACH-000929,-0.9251658899420001
ACH-000932,-1.2443934234799998
ACH-000935,-1.53708770389
ACH-000936,-1.2264127319700002
ACH-000937,-1.3772311967
ACH-000938,-1.28024488853
ACH-000939,-1.06349380956
ACH-000941,-1.3485707848100001
ACH-000943,-1.1645402964
ACH-000946,-1.16464184052
ACH-000947,-1.11763308292
ACH-000948,-1.29468816284
ACH-000950,-1.2565103740899999
ACH-000953,-1.24427431001
ACH-000957,-1.1108673678899998
ACH-000958,-1.20951680984
ACH-000960,-1.36012266246
ACH-000963,-1.1887227788099999
ACH-000968,-1.5526701327
ACH-000969,-1.16058457481
ACH-000973,-0.9125731001109999
ACH-000974,-1.12671875547
ACH-000975,-1.12678060066
ACH-000976,-1.07154732861
ACH-000978,-0.8019481791399999
ACH-000980,-1.08268305094
ACH-000984,-1.3296700685
ACH-000986,-1.1191612027700002
ACH-000988,-1.19422577956
ACH-000993,-1.42089806072
ACH-000994,-1.44241280832
ACH-000996,-1.19748226892
ACH-001001,-1.33570762189
ACH-001020,-1.1859975919299999
ACH-001028,-1.44681729806
ACH-001031,-1.4853582374399998
ACH-001038,-1.1918808097799998
ACH-001048,-1.1765390882200002
ACH-001050,-1.24115492465
ACH-001053,-1.21417420565
ACH-001054,-1.2525917739299999
ACH-001061,-1.0794673814
ACH-001067,-1.4356994051499998
ACH-001075,-1.10309691407
ACH-001096,-1.37283715819
ACH-001128,-0.7672908937440001
ACH-001134,-1.18037352752
ACH-001151,-1.13341236358
ACH-001163,-1.1553664776700001
ACH-001164,-1.4555080815299999
ACH-001173,-1.28200532373
ACH-001183,-1.0628054200900001
ACH-001184,-1.6461640677399998
ACH-001190,-1.31862524776
ACH-001192,-1.27865294684
ACH-001193,-1.15510042084
ACH-001196,-1.4034010482400001
ACH-001197,-1.3524813508000002
ACH-001205,-1.2527779129
ACH-001211,-1.39874474747
ACH-001212,-1.9004520099200002
ACH-001228,-1.42358742574
ACH-001232,-1.29736946203
ACH-001239,-1.5545641585699999
ACH-001274,-1.47316278224
ACH-001275,-1.38708082276
ACH-001277,-1.25220775917
ACH-001278,-1.4695267859099999
ACH-001280,-1.55536991254
ACH-001283,-1.25681631831
ACH-001289,-1.25880589733
ACH-001295,-1.4125871433300001
ACH-001300,-1.19521833853
ACH-001301,-1.21118073161
ACH-001302,-0.927531024888
ACH-001303,-1.3757139510499998
ACH-001306,-1.19315312045
ACH-001318,-1.27854776987
ACH-001322,-1.34069114594
ACH-001328,-1.3818357027000001
ACH-001332,-1.3015197111799999
ACH-001333,-1.1124588630299999
ACH-001336,-1.15511379964
ACH-001340,-1.0521197472200001
ACH-001346,-1.27593586109
ACH-001353,-1.1954243141399998
ACH-001354,-1.43403009211
ACH-001367,-1.24529219509
ACH-001368,-1.31693566315
ACH-001374,-1.7770793115799999
ACH-001375,-1.5272954983899998
ACH-001377,-1.1806684059499999
ACH-001380,-1.44920464748
ACH-001391,-1.4204285756400001
ACH-001407,-1.00470518194
ACH-001408,-1.27393818986
ACH-001413,-1.21962612463
ACH-001430,-1.0626406207799999
ACH-001431,-1.2613815153399999
ACH-001450,-1.19176813373
ACH-001496,-1.1820849899099999
ACH-001500,-0.9960153900759999
ACH-001521,-1.52074181709
ACH-001523,-1.08681245905
ACH-001532,-1.45122900509
ACH-001536,-1.2975892363200001
ACH-001550,-1.08176565861
ACH-001552,-1.6371016734600001
ACH-001554,-1.3411627119
ACH-001645,-1.5756712083000002
ACH-001654,-1.31202544872
ACH-001715,-1.57115130249
ACH-001735,-1.39519233032
ACH-001736,-1.37357776523
ACH-001737,-1.3702417978700001
ACH-001740,-1.58846404639
ACH-001745,-1.60696233393
ACH-001750,-1.40118916949
ACH-001765,-1.23799534381
ACH-001956,-1.3690624063899999
ACH-001957,-1.2291220224
