,GLIPR1L1 (256710)
ACH-000365,-0.363041762464
ACH-000366,-0.167140618587
ACH-000368,-0.330034729393
ACH-000374,-0.239624980997
ACH-000375,-0.254237366851
ACH-000376,-0.254971018318
ACH-000381,-0.45964424435400003
ACH-000383,-0.16981343022300002
ACH-000387,-0.23391030876899999
ACH-000389,-0.281099197179
ACH-000390,-0.18464199564
ACH-000393,-0.22879116796799998
ACH-000395,-0.179112165388
ACH-000397,-0.0867838259613
ACH-000401,-0.5515923495880001
ACH-000402,-0.0378736315912
ACH-000403,-0.255289185268
ACH-000404,-0.30703231154399996
ACH-000406,-0.126692620244
ACH-000407,-0.459133894489
ACH-000408,-0.0918306410335
ACH-000410,-0.459047320571
ACH-000411,-0.478520854405
ACH-000414,-0.191584404509
ACH-000415,-0.0678731192118
ACH-000416,-0.253846367769
ACH-000420,-0.174996687924
ACH-000421,-0.28533080161400004
ACH-000424,-0.10122781211899999
ACH-000425,-0.15478939283
ACH-000426,-0.427075638755
ACH-000427,-0.15931836872000002
ACH-000433,-0.17743773915
ACH-000436,-0.23749844709100001
ACH-000444,-0.315212692799
ACH-000445,-0.36390476919299997
ACH-000448,-0.34711081924500004
ACH-000450,0.12693168008199998
ACH-000452,-0.204923768787
ACH-000454,-0.472009433544
ACH-000458,-0.19998765592300002
ACH-000459,0.0638933763421
ACH-000460,-0.256553738897
ACH-000461,-0.278043410998
ACH-000463,-0.29617412179200003
ACH-000464,-0.523183941333
ACH-000466,-0.0375854324881
ACH-000467,-0.24383667077100002
ACH-000468,-0.208449033087
ACH-000469,-0.139025180629
ACH-000470,-0.03683180138830001
ACH-000471,-0.209851266024
ACH-000472,-0.218656875651
ACH-000473,-0.277407634562
ACH-000475,-0.19944134425
ACH-000476,-0.27640507906
ACH-000477,-0.465773824181
ACH-000480,-0.31033296762400003
ACH-000481,-0.273838220658
ACH-000483,-0.21544994387299998
ACH-000484,-0.501567451869
ACH-000485,-0.168933392031
ACH-000486,-0.18130034405499998
ACH-000487,-0.230545036074
ACH-000488,-0.205254913746
ACH-000490,-0.327582261772
ACH-000491,-0.0622489975339
ACH-000495,-0.0220831469839
ACH-000496,-0.602957109247
ACH-000499,-0.43443225482299996
ACH-000500,-0.024324654334499998
ACH-000502,-0.326265645693
ACH-000503,-0.18011173057500002
ACH-000505,-0.148865841423
ACH-000507,-0.310665735698
ACH-000510,-0.165994790799
ACH-000511,-0.36350960675300004
ACH-000512,0.132772434012
ACH-000516,-0.23050930352
ACH-000517,-0.160895887016
ACH-000518,-0.216571601333
ACH-000520,-0.358931734272
ACH-000521,-0.0659444667175
ACH-000522,-0.334773889436
ACH-000524,-0.252449952597
ACH-000527,-0.2836036917
ACH-000528,-0.396553092798
ACH-000537,-0.181262841309
ACH-000541,-0.565503283485
ACH-000542,-0.355782628144
ACH-000544,-0.15196351305199998
ACH-000545,-0.135301777564
ACH-000547,-0.29969998743299997
ACH-000548,-0.194098722287
ACH-000549,-0.15475502217
ACH-000550,-0.313328422029
ACH-000552,-0.16566610424
ACH-000556,-0.24548192835000002
ACH-000557,-0.117366791062
ACH-000570,-0.10967150469699999
ACH-000571,-0.387205092016
ACH-000573,-0.465409746472
ACH-000576,-0.095780797862
ACH-000580,-0.277416762465
ACH-000584,-0.210169548998
ACH-000585,-0.10136682977099999
ACH-000588,-0.187828845079
ACH-000589,-0.232213815403
ACH-000591,-0.0696176679019
ACH-000593,-0.13917285390200002
ACH-000600,-0.207007707984
ACH-000601,-0.19373756782600002
ACH-000604,-0.14001042193
ACH-000605,-0.13493586876
ACH-000606,-0.140952714729
ACH-000608,-0.114111094748
ACH-000614,-0.621639299419
ACH-000616,-0.336377511782
ACH-000618,-0.377829202203
ACH-000619,-0.23511075032200002
ACH-000620,-0.25761287759
ACH-000621,-0.22990289391199997
ACH-000622,-0.447796661602
ACH-000623,-0.202113638188
ACH-000624,-0.289387573754
ACH-000627,-0.392135189977
ACH-000630,-0.249943221855
ACH-000632,-0.181747647305
ACH-000633,-0.11541717140100001
ACH-000637,-0.25084142905400003
ACH-000638,-0.149058220194
ACH-000646,0.07560285624739999
ACH-000647,-0.329082097173
ACH-000648,-0.34238547238000006
ACH-000649,-0.22535547514499998
ACH-000651,-0.358596584884
ACH-000652,-0.429868046442
ACH-000653,-0.0674187129733
ACH-000657,-0.135771815954
ACH-000658,-0.0116586513313
ACH-000661,-0.280904958331
ACH-000662,-0.616416099134
ACH-000663,-0.0176781553093
ACH-000665,-0.183288905541
ACH-000671,-0.14980360144000002
ACH-000673,-0.356556783531
ACH-000676,-0.456755490788
ACH-000677,-0.304302176873
ACH-000681,-0.290377919339
ACH-000682,-0.13529281363
ACH-000683,0.00946979240324
ACH-000684,-0.345146544286
ACH-000688,-0.279430648599
ACH-000693,-0.24605600800799998
ACH-000694,-0.21190501701900002
ACH-000695,-0.556401664957
ACH-000696,-0.39349223275399997
ACH-000697,-0.354996455444
ACH-000699,-0.160046212646
ACH-000701,-0.329101165878
ACH-000706,-0.15663825509999998
ACH-000711,-0.163417099429
ACH-000713,-0.021564077795199997
ACH-000714,-0.387132622096
ACH-000718,-0.280290158588
ACH-000720,-0.145661619877
ACH-000721,-0.193073816922
ACH-000724,-0.253126934988
ACH-000725,-0.426571660715
ACH-000732,-0.28995734527
ACH-000734,-0.214280235966
ACH-000735,-0.26534954282400003
ACH-000736,-0.34420908865
ACH-000738,-0.212046564513
ACH-000746,-0.168600564195
ACH-000747,-0.29398054108399996
ACH-000748,-0.189618191617
ACH-000753,-0.192322790532
ACH-000756,-0.27116816399
ACH-000757,-0.290233748127
ACH-000758,-0.391902917641
ACH-000760,-0.301480943824
ACH-000763,-0.389734966983
ACH-000764,-0.149884948341
ACH-000765,-0.28868856595
ACH-000766,-0.206218509304
ACH-000767,-0.253346150139
ACH-000768,-0.533983990962
ACH-000769,-0.190914043008
ACH-000770,-0.168400163552
ACH-000771,-0.38061292273
ACH-000773,-0.391487597834
ACH-000776,-0.39159300478
ACH-000777,-0.189393297811
ACH-000778,0.16776508057
ACH-000781,-0.216093364786
ACH-000782,-0.283563263291
ACH-000783,-0.37512096786700005
ACH-000784,-0.235034123657
ACH-000785,-0.286644022425
ACH-000787,-0.345733462337
ACH-000788,-0.36747210503899996
ACH-000791,-0.169651149344
ACH-000792,-0.328403725742
ACH-000794,-0.328369021822
ACH-000796,-0.376247922359
ACH-000799,-0.09301583954019998
ACH-000800,-0.227808812744
ACH-000802,-0.211147436387
ACH-000804,-0.032208692296099996
ACH-000805,-0.446704499947
ACH-000809,-0.052777105656900004
ACH-000810,-0.00849501084139
ACH-000811,-0.20537341055999997
ACH-000817,-0.143155443007
ACH-000819,-0.355581070278
ACH-000820,-0.6787513884559999
ACH-000821,-0.283247301864
ACH-000822,-0.447845854153
ACH-000823,-0.174202675097
ACH-000824,-0.220129353356
ACH-000827,-0.324654390237
ACH-000829,-0.127203809058
ACH-000831,-0.266643861634
ACH-000832,-0.36296577667499996
ACH-000833,-0.405271832248
ACH-000834,-0.264653393632
ACH-000835,-0.269416803398
ACH-000836,-0.297750481409
ACH-000837,-0.37831294325099996
ACH-000838,-0.265297345029
ACH-000839,-0.13281584830600002
ACH-000840,-0.30548685623599997
ACH-000841,-0.356703212717
ACH-000843,-0.15621701819599998
ACH-000846,-0.181963151043
ACH-000847,-0.369390101717
ACH-000848,-0.26419031574900004
ACH-000849,-0.366645294446
ACH-000851,-0.46654651834399996
ACH-000855,-0.046148350958900006
ACH-000856,-0.370781234424
ACH-000858,-0.25507579239
ACH-000859,-0.362785419673
ACH-000861,-0.346924813103
ACH-000862,-0.431240304216
ACH-000865,-0.329544953279
ACH-000866,-0.180064104763
ACH-000867,-0.192064679201
ACH-000869,-0.18900333607900002
ACH-000872,-0.273410499059
ACH-000873,-0.14236043332
ACH-000876,-0.166537881838
ACH-000878,-0.8657621274680001
ACH-000880,-0.126877394648
ACH-000881,-0.323521213681
ACH-000882,-0.270985122856
ACH-000884,-0.397998300876
ACH-000885,-0.22444940785999998
ACH-000887,-0.198371832256
ACH-000888,-0.264098934146
ACH-000889,-0.228800477984
ACH-000890,-0.199089967264
ACH-000896,-0.358937420563
ACH-000898,-0.40721640509
ACH-000900,-0.356391886025
ACH-000901,-0.267298080681
ACH-000905,-0.27287918844000003
ACH-000906,-0.27837833855
ACH-000907,-0.12162714996
ACH-000910,-0.29687670402399996
ACH-000911,-0.259545758628
ACH-000912,-0.227574054241
ACH-000913,-0.279024384756
ACH-000915,-0.42846816515
ACH-000916,0.0113484920706
ACH-000917,-0.225894520583
ACH-000921,-0.366486918606
ACH-000924,-0.224106142706
ACH-000926,-0.167195309448
ACH-000928,-0.357587105979
ACH-000929,-0.23360671687399998
ACH-000932,-0.17507331637600002
ACH-000935,-0.361702677294
ACH-000936,-0.143569059626
ACH-000937,-0.19718311599399999
ACH-000938,-0.172336900208
ACH-000939,-0.17548587817699998
ACH-000941,-0.20899716600200002
ACH-000943,-0.188519012169
ACH-000946,-0.394305877759
ACH-000947,-0.210310588932
ACH-000948,-0.311426805523
ACH-000950,-0.40478993924
ACH-000953,-0.110608768868
ACH-000957,-0.135889698394
ACH-000958,-0.0619965873828
ACH-000960,-0.262936140589
ACH-000963,-0.0920708989436
ACH-000968,-0.24164251825599997
ACH-000969,-0.095065119754
ACH-000973,-0.285025985306
ACH-000974,-0.157610038836
ACH-000975,-0.330700592132
ACH-000976,-0.433238052512
ACH-000978,-0.162591254917
ACH-000980,-0.300188300306
ACH-000984,-0.520057396412
ACH-000986,-0.0947520475337
ACH-000988,-0.441095264368
ACH-000993,-0.166666810238
ACH-000994,0.09666252492750001
ACH-000996,-0.442584468846
ACH-001001,-0.20597281243299997
ACH-001020,-0.0017053431065999999
ACH-001028,-0.273949386681
ACH-001031,-0.149492098184
ACH-001038,-0.221658246465
ACH-001048,-0.384758630326
ACH-001050,-0.231206866346
ACH-001053,-0.54626400437
ACH-001054,-0.25990051036600004
ACH-001061,-0.29601362967399997
ACH-001067,-0.140403685221
ACH-001075,-0.145333807102
ACH-001096,-0.19751170043900002
ACH-001128,-0.285138067352
ACH-001134,-0.268239786427
ACH-001151,-0.33557696088
ACH-001163,-0.162111986943
ACH-001164,-0.4400260337
ACH-001173,-0.402354281101
ACH-001183,-0.132590522486
ACH-001184,-0.541311775264
ACH-001190,-0.44182177067199996
ACH-001192,-0.291411192901
ACH-001193,-0.508362733892
ACH-001196,-0.397280168378
ACH-001197,-0.120894165001
ACH-001205,-0.373049720034
ACH-001211,-0.574741632171
ACH-001212,-0.262828620178
ACH-001228,-0.26371944738499997
ACH-001232,-0.461018395974
ACH-001239,-0.12265046175699999
ACH-001274,-0.29155536272599997
ACH-001275,-0.140240140138
ACH-001277,-0.374646386617
ACH-001278,-0.20893753298099998
ACH-001280,-0.212037006268
ACH-001283,-0.134974424746
ACH-001289,-0.188331963052
ACH-001295,-0.192144822786
ACH-001300,-0.130008463367
ACH-001301,-0.321885917037
ACH-001302,-0.24233069094999998
ACH-001303,-0.146804994011
ACH-001306,-0.233714253756
ACH-001318,-0.311165171605
ACH-001322,-0.253979382006
ACH-001328,-0.219844023624
ACH-001332,-0.472620290928
ACH-001333,-0.42737963594899997
ACH-001336,-0.26972459419399997
ACH-001340,-0.187283499711
ACH-001346,-0.25413454528499996
ACH-001353,-0.158359070186
ACH-001354,0.00527062626104
ACH-001367,-0.181669559877
ACH-001368,-0.127144166229
ACH-001374,-0.485908331042
ACH-001375,-0.31995635323399996
ACH-001377,-0.29251932908000006
ACH-001380,-0.201792147745
ACH-001391,-0.25164208539599997
ACH-001407,-0.316679948139
ACH-001408,-0.349386636272
ACH-001413,-0.45114235821099996
ACH-001430,0.113247391611
ACH-001431,-0.282350660641
ACH-001450,-0.119845517885
ACH-001496,-0.352262992621
ACH-001500,0.0193558384976
ACH-001521,-0.29471635037099997
ACH-001523,-0.152180617934
ACH-001532,-0.221940952439
ACH-001536,-0.21632367328699997
ACH-001550,-0.27006061839400003
ACH-001552,-0.404376304833
ACH-001554,-0.350848016571
ACH-001645,-0.142419207198
ACH-001654,-0.24965680030200002
ACH-001715,-0.588643184604
ACH-001735,-0.153059533952
ACH-001736,-0.283090918984
ACH-001737,-0.330821319652
ACH-001740,-0.40301505036300006
ACH-001745,-0.30022189739300004
ACH-001750,-0.316056647413
ACH-001765,-0.22897558198100001
ACH-001956,-0.282794392357
ACH-001957,-0.31628787302
