,RBM8A (9939)
ACH-000605,-1.4103111295200002
ACH-000606,-1.1743002519499999
ACH-000608,-1.54302004052
ACH-000614,-1.55708479129
ACH-000616,-1.44311666187
ACH-000618,-1.46165040107
ACH-000619,-1.54099750275
ACH-000620,-1.5497360931900002
ACH-000621,-1.58894996438
ACH-000622,-1.43603149393
ACH-000623,-1.50191089509
ACH-000624,-1.5809483338199999
ACH-000627,-1.60987994757
ACH-000630,-1.40801896465
ACH-000632,-1.20934035514
ACH-000633,-1.7678314135099997
ACH-000637,-1.5430284394
ACH-000638,-1.43094063917
ACH-000646,-1.7191195156499999
ACH-000647,-1.4387518014899998
ACH-000648,-1.43223902427
ACH-000649,-1.37298662443
ACH-000651,-1.34804492694
ACH-000652,-1.6662459365
ACH-000653,-1.5116636300400002
ACH-000657,-1.4487255057700001
ACH-000658,-1.52761658722
ACH-000661,-1.3777876924399999
ACH-000662,-0.648559164924
ACH-000663,-1.47846055907
ACH-000665,-1.3068163747700001
ACH-000671,-1.60567143442
ACH-000673,-1.59560853308
ACH-000676,-1.63669915784
ACH-000677,-1.07303072077
ACH-000681,-1.59158533286
ACH-000682,-1.5755764219100001
ACH-000683,-1.77216984259
ACH-000684,-1.2024470295999998
ACH-000688,-1.892377513
ACH-000693,-1.35083718254
ACH-000694,-1.60303492695
ACH-000695,-1.6747858394400001
ACH-000696,-1.5350586197299998
ACH-000697,-1.4723169649799999
ACH-000699,-1.48007220616
ACH-000701,-1.6832538990900001
ACH-000706,-1.04944697271
ACH-000711,-1.69255392432
ACH-000713,-1.3627985052399998
ACH-000714,-1.31586133451
ACH-000718,-1.3687857324000001
ACH-000720,-1.32146294309
ACH-000721,-1.48025613868
ACH-000724,-1.3839017042200001
ACH-000725,-1.56949709924
ACH-000732,-1.3904435550799998
ACH-000734,-1.5339968819799998
ACH-000735,-1.39529627727
ACH-000736,-1.81336995276
ACH-000738,-1.66003455215
ACH-000746,-1.24203987172
ACH-000747,-1.1639461623799998
ACH-000748,-1.27989572501
ACH-000753,-1.0560447941700002
ACH-000756,-1.39275093654
ACH-000757,-1.44575278243
ACH-000758,-1.3523174713600001
ACH-000760,-1.23080704355
ACH-000763,-1.58716155829
ACH-000764,-1.50950771525
ACH-000765,-1.6140094503799998
ACH-000766,-1.31645901615
ACH-000767,-1.3524635077200002
ACH-000768,-1.32536125306
ACH-000769,-1.16260273704
ACH-000770,-1.4516380141
ACH-000771,-1.27166167837
ACH-000773,-1.29828482464
ACH-000776,-1.0641514534999998
ACH-000777,-1.4671245393099999
ACH-000778,-1.18519047041
ACH-000781,-1.27919100245
ACH-000782,-1.5447025727099999
ACH-000783,-1.34938832059
ACH-000784,-1.31282005769
ACH-000785,-1.25992246225
ACH-000787,-1.01631301432
ACH-000788,-1.58399999806
ACH-000791,-1.6035561185299998
ACH-000792,-1.6904528840200002
ACH-000794,-1.28822010926
ACH-000796,-1.4992982128999999
ACH-000799,-1.29122407119
ACH-000800,-0.982938758879
ACH-000802,-1.6180072076700003
ACH-000804,-1.2898402541
ACH-000805,-1.6463242010899999
ACH-000809,-1.71270695856
ACH-000810,-1.56747205764
ACH-000811,-1.4626892100600002
ACH-000817,-1.61533242398
ACH-000819,-1.26035452426
ACH-000820,-0.653219640134
ACH-000821,-1.7885919289400003
ACH-000822,-1.7554615738599997
ACH-000823,-1.23445547934
ACH-000824,-1.8033840750999999
ACH-000827,-1.21688158081
ACH-000829,-1.6742358933200001
ACH-000831,-1.55014798466
ACH-000832,-1.49965518333
ACH-000833,-2.22023893414
ACH-000834,-1.52858316301
ACH-000835,-1.39835774085
ACH-000836,-1.24222946659
ACH-000837,-1.29096197793
ACH-000838,-0.9213713155299998
ACH-000839,-1.02434578343
ACH-000840,-1.5847055109200001
ACH-000841,-1.0479525049
ACH-000843,-1.4955683111700002
ACH-000846,-1.49979097518
ACH-000847,-1.19596381611
ACH-000848,-1.56466776116
ACH-000849,-1.43384555286
ACH-000851,-1.4856264719799999
ACH-000855,-1.50109703321
ACH-000856,-1.7390883185
ACH-000858,-1.42398938633
ACH-000859,-1.1862718657100002
ACH-000861,-1.7589758177700001
ACH-000862,-1.58895902414
ACH-000865,-1.27244597112
ACH-000866,-1.3554427084600003
ACH-000867,-1.2605156172
ACH-000869,-1.09437996657
ACH-000872,-1.09729487968
ACH-000873,-1.08255892439
ACH-000876,-1.1927613311799998
ACH-000878,-1.30343827399
ACH-000880,-1.56623985037
ACH-000881,-1.5896465667700002
ACH-000882,-1.70799852977
ACH-000884,-1.5695344870399999
ACH-000885,-1.58436537395
ACH-000887,-1.4455330380200002
ACH-000888,-1.5755389291100002
ACH-000889,-1.49893984611
ACH-000890,-1.6663891186000002
ACH-000896,-1.23210063833
ACH-000898,-1.7475457549200002
ACH-000900,-1.4232158342899999
ACH-000901,-1.61708782521
ACH-000905,-1.44046872905
ACH-000906,-1.11798595551
ACH-000907,-1.8057256383900002
ACH-000910,-1.73299017257
ACH-000911,-1.2943243786799998
ACH-000912,-1.3089929844600001
ACH-000913,-1.3622612954100002
ACH-000915,-1.8066792367200002
ACH-000916,-1.85360914823
ACH-000917,-1.20184287695
ACH-000921,-1.28347984986
ACH-000924,-1.4262906410299998
ACH-000926,-1.4933993734200002
ACH-000928,-1.71966241806
ACH-000929,-1.03720085997
ACH-000932,-1.3991874183700002
ACH-000935,-1.57854606616
ACH-000936,-1.61088713196
ACH-000937,-1.59162780778
ACH-000938,-1.7086306206900002
ACH-000939,-1.35082821338
ACH-000941,-1.33230415598
ACH-000943,-1.42425188658
ACH-000946,-1.4682966632700003
ACH-000947,-1.52677556432
ACH-000948,-1.4841138848700002
ACH-000950,-1.4535909107299998
ACH-000953,-1.72129372911
ACH-000957,-1.77986383158
ACH-000958,-1.4273340630700002
ACH-000960,-1.78627880355
ACH-000963,-2.0273023641799996
ACH-000968,-1.6616002592399999
ACH-000969,-1.49698198942
ACH-000973,-1.53697616961
ACH-000974,-1.5379520384
ACH-000975,-1.53479320851
ACH-000976,-1.5056109802899997
ACH-000978,-1.787496041
ACH-000980,-1.29205703674
ACH-000984,-1.6502590789200002
ACH-000986,-1.35567534931
ACH-000988,-1.4275707133700002
ACH-000993,-1.5081937659600002
ACH-000994,-1.68512448139
ACH-000996,-1.37816141592
ACH-001001,-1.23089585956
ACH-001020,-1.16105372681
ACH-001028,-1.48165657067
ACH-001031,-1.45776472153
ACH-001038,-1.37707422364
ACH-001048,-1.49674218316
ACH-001050,-1.4491313043399998
ACH-001053,-1.7874023910099999
ACH-001054,-1.58147985417
ACH-001061,-1.6174057975799998
ACH-001067,-1.48978737708
ACH-001075,-1.4325619178400002
ACH-001096,-1.26871082717
ACH-001128,-1.01928826714
ACH-001134,-1.33993185861
ACH-001151,-1.5047010823299998
ACH-001163,-1.6072922589200003
ACH-001164,-1.8812756548700003
ACH-001173,-1.3825804551499998
ACH-001183,-1.22009559828
ACH-001184,-1.7643280714700003
ACH-001190,-1.62519203026
ACH-001192,-1.63779543902
ACH-001193,-1.25540506315
ACH-001196,-1.40550094245
ACH-001197,-1.61408083731
ACH-001205,-1.21985415667
ACH-001211,-1.26557332634
ACH-001212,-1.46754015509
ACH-001228,-1.10990942896
ACH-001232,-0.9198904310889999
ACH-001239,-1.73052051218
ACH-001274,-1.48501895099
ACH-001275,-1.24247306198
ACH-001277,-1.30113853096
ACH-001278,-1.62734714141
ACH-001280,-1.53657645461
ACH-001283,-1.6024265020200001
ACH-001289,-1.63351383979
ACH-001295,-1.2295391713
ACH-001300,-1.80993872134
ACH-001301,-0.886278437469
ACH-001302,-1.39441198035
ACH-001303,-1.39279417988
ACH-001306,-1.45709935882
ACH-001318,-1.16252438897
ACH-001322,-1.0999862304
ACH-001328,-1.29749870885
ACH-001332,-1.3162319818100001
ACH-001333,-1.50583176893
ACH-001336,-1.34946438653
ACH-001340,-1.4937207223500002
ACH-001346,-1.50143949759
ACH-001353,-1.4474757378999998
ACH-001354,-0.792447394436
ACH-001367,-1.4858310574399998
ACH-001368,-1.31004751027
ACH-001374,-0.860061769322
ACH-001375,-1.58059679234
ACH-001377,-1.4205844435
ACH-001380,-1.2869969024299999
ACH-001391,-1.5765271344999998
ACH-001407,-1.38980762149
ACH-001408,-1.58501588123
ACH-001413,-1.5191521819999998
ACH-001430,-1.5303903954499998
ACH-001431,-1.4948186869100002
ACH-001450,-1.98641937178
ACH-001496,-1.17527957321
ACH-001500,-1.26833549931
ACH-001521,-1.2896270719
ACH-001523,-1.09445395844
ACH-001532,-1.6501854454499998
ACH-001536,-1.54046424141
ACH-001550,-1.4352852851
ACH-001552,-1.2270261723
ACH-001554,-1.5980038515900001
ACH-001645,-1.36167568754
ACH-001654,-1.34964840806
ACH-001715,-1.5107498876899998
ACH-001735,-1.4547258351199999
ACH-001736,-1.82800005812
ACH-001737,-1.1537979946799999
ACH-001740,-1.6657329180000002
ACH-001745,-1.86867002568
ACH-001750,-1.69332273503
ACH-001765,-1.6369946422100001
ACH-001956,-1.3152630463200001
ACH-001957,-1.0498808315700001
