,NGFR (4804)
ACH-000734,-0.213153736727
ACH-000735,-0.250264929373
ACH-000736,-0.37447720782399996
ACH-000738,-0.240159791824
ACH-000746,-0.356273764684
ACH-000747,-0.364561652212
ACH-000748,-0.35971204779700006
ACH-000753,-0.326872963728
ACH-000756,-0.19451403362199998
ACH-000757,-0.155885427479
ACH-000758,-0.274253863406
ACH-000760,-0.206603871879
ACH-000763,-0.155399278281
ACH-000764,-0.368499762286
ACH-000765,-0.33778348053499996
ACH-000766,-0.40001441303900004
ACH-000767,-0.452166264986
ACH-000768,-0.23523137554200002
ACH-000769,-0.169491123248
ACH-000770,-0.12814783455999998
ACH-000771,-0.31467474139400003
ACH-000773,-0.43368564357600004
ACH-000776,-0.344135819256
ACH-000777,-0.32965829846
ACH-000778,-0.28815393647599996
ACH-000781,-0.25363408139000004
ACH-000782,-0.35808949354900005
ACH-000783,-0.222105780986
ACH-000784,-0.320704278766
ACH-000785,-0.184450813317
ACH-000787,-0.153300621755
ACH-000788,-0.33057542306
ACH-000791,-0.217184138042
ACH-000792,-0.283099414123
ACH-000794,-0.175502689755
ACH-000796,-0.198843101125
ACH-000799,-0.140086415178
ACH-000800,-0.215447920204
ACH-000802,-0.309016142288
ACH-000804,-0.21138506948199998
ACH-000805,-0.290547714139
ACH-000809,-0.29830124699099997
ACH-000810,-0.5215551576640001
ACH-000811,-0.442688009171
ACH-000817,-0.263991804863
ACH-000819,-0.22183873522300002
ACH-000820,-0.259533345444
ACH-000821,-0.186769597726
ACH-000822,-0.297775771017
ACH-000823,-0.141998987327
ACH-000824,-0.18788613339000002
ACH-000827,-0.25523664824700004
ACH-000829,-0.282161065304
ACH-000831,-0.381981105081
ACH-000832,-0.184404904177
ACH-000833,-0.267074092796
ACH-000834,-0.360207442092
ACH-000835,-0.293043442328
ACH-000836,-0.144186262098
ACH-000837,-0.220583646492
ACH-000838,-0.277782492639
ACH-000839,-0.581210247325
ACH-000840,-0.670744741768
ACH-000841,-0.34787643562799997
ACH-000843,-0.270832068636
ACH-000846,-0.233258613488
ACH-000847,-0.117205555887
ACH-000848,-0.27239507795
ACH-000849,-0.18883477549199998
ACH-000851,-0.212376684567
ACH-000855,-0.20504679961199998
ACH-000856,-0.199690215573
ACH-000858,-0.263126947321
ACH-000859,-0.149602657129
ACH-000861,-0.14902381607
ACH-000862,-0.13448467703
ACH-000865,-0.150633094819
ACH-000866,-0.291895733075
ACH-000867,-0.190956012414
ACH-000869,-0.21987372090799998
ACH-000872,-0.32491336406800003
ACH-000873,-0.206168172302
ACH-000876,-0.374893807252
ACH-000878,-0.374080936701
ACH-000880,-0.39190418303999996
ACH-000881,-0.371710123565
ACH-000882,-0.219390425532
ACH-000884,-0.427749378107
ACH-000885,-0.218408934302
ACH-000887,-0.26490130209
ACH-000888,-0.165095556378
ACH-000889,-0.19401167693399998
ACH-000890,-0.34703752248899994
ACH-000896,-0.290984652654
ACH-000898,-0.283771901865
ACH-000900,-0.259422343097
ACH-000901,-0.253277350616
ACH-000905,-0.305903317189
ACH-000906,-0.271417971132
ACH-000907,-0.386124877499
ACH-000910,-0.282378848401
ACH-000911,-0.368015407361
ACH-000912,-0.315863464175
ACH-000913,-0.37642728192900005
ACH-000915,-0.33614053164700003
ACH-000916,-0.314448428103
ACH-000917,-0.445032087069
ACH-000921,-0.36507646588200005
ACH-000924,-0.282965928259
ACH-000926,-0.207192342689
ACH-000928,-0.165755624628
ACH-000929,-0.162875472652
ACH-000932,-0.162018059495
ACH-000935,-0.145200233105
ACH-000936,-0.28776528142499996
ACH-000937,-0.271654591316
ACH-000938,-0.104597655232
ACH-000939,-0.39554588798600004
ACH-000941,-0.158454138853
ACH-000943,-0.249168167841
ACH-000946,-0.09281091192669999
ACH-000947,-0.212450669998
ACH-000948,-0.400152206269
ACH-000950,-0.31693370473099997
ACH-000953,-0.326086437008
ACH-000957,-0.298264074448
ACH-000958,-0.123218725296
ACH-000960,-0.195500342396
ACH-000963,-0.201791103775
ACH-000968,-0.23639632743900002
ACH-000969,-0.24266658943799999
ACH-000973,-0.112580630294
ACH-000974,-0.268780723995
ACH-000975,-0.277045770433
ACH-000976,-0.532819329862
ACH-000978,-0.179872809668
ACH-000980,-0.25659586928399997
ACH-000984,-0.387762816447
ACH-000986,-0.132297121186
ACH-000988,-0.261080489943
ACH-000993,-0.019669098779
ACH-000994,-0.104132577302
ACH-000996,-0.24450168602800001
ACH-001001,-0.23163374194800002
ACH-001020,-0.335055256243
ACH-001028,-0.31378068343800003
ACH-001031,-0.216863655632
ACH-001038,-0.372427182447
ACH-001048,-0.323973010597
ACH-001050,-0.40874678017099997
ACH-001053,-0.343746305938
ACH-001054,-0.251963169774
ACH-001061,-0.30741126899300003
ACH-001067,-0.32625413460999997
ACH-001075,-0.231494320163
ACH-001096,-0.277276282679
ACH-001128,-0.138177460477
ACH-001134,-0.348234966879
ACH-001151,-0.177328481721
ACH-001163,-0.518614700423
ACH-001164,-0.30469164154100004
ACH-001173,-0.261972943455
ACH-001183,-0.08289606317869999
ACH-001184,-0.23146138921
ACH-001190,-0.252252360073
ACH-001192,-0.270100581416
ACH-001193,-0.556739470718
ACH-001196,-0.357205660009
ACH-001197,-0.281613596616
ACH-001205,-0.269374966051
ACH-001211,-0.30365435042800004
ACH-001212,-0.333793815037
ACH-001228,-0.365296852497
ACH-001232,-0.331338922414
ACH-001239,-0.459472681123
ACH-001274,-0.25422375823800003
ACH-001275,-0.239680631547
ACH-001277,-0.298865702638
ACH-001278,-0.233434756013
ACH-001280,-0.241575260174
ACH-001283,-0.548575251131
ACH-001289,-0.270021024351
ACH-001295,-0.261098205864
ACH-001300,-0.205044958728
ACH-001301,-0.285624706034
ACH-001302,-0.0019190346022100002
ACH-001303,-0.477909596976
ACH-001306,-0.255205585583
ACH-001318,-0.29453153336599996
ACH-001322,-0.14726254779200001
ACH-001328,-0.181897652568
ACH-001332,-0.067612869763
ACH-001333,-0.254413256742
ACH-001336,-0.0417964873103
ACH-001340,-0.176280481151
ACH-001346,-0.330259523929
ACH-001353,-0.341637890825
ACH-001354,-0.570188442378
ACH-001367,-0.20828413436999998
ACH-001368,-0.24709183633600001
ACH-001374,-0.44539663098399995
ACH-001375,-0.21546344504700002
ACH-001377,-0.453989509704
ACH-001380,-0.223011342207
ACH-001391,-0.363212668382
ACH-001407,-0.316513535264
ACH-001408,-0.324875922853
ACH-001413,-0.237975882907
ACH-001430,0.0842814545635
ACH-001431,-0.316229225268
ACH-001450,-0.36914049270800003
ACH-001496,-0.277378633863
ACH-001500,-0.368792562336
ACH-001521,-0.149740204883
ACH-001523,-0.245867147742
ACH-001532,-0.25736326076
ACH-001536,-0.347718273492
ACH-001550,-0.16711235117999998
ACH-001552,-0.31554131081500003
ACH-001554,-0.25528212275400003
ACH-001645,-0.358240412561
ACH-001654,-0.25292103461800003
ACH-001715,-0.460694718731
ACH-001735,-0.31540620247699996
ACH-001736,-0.190495525935
ACH-001737,0.158806030459
ACH-001740,-0.197078964809
ACH-001745,-0.30549753348
ACH-001750,-0.41704594716
ACH-001765,-0.202569487243
ACH-001956,-0.293938512269
ACH-001957,-0.436714513598
