,HSPE1 (3336)
ACH-000334,-2.2380257873900002
ACH-000335,-2.0915203122
ACH-000336,-2.1978830604599997
ACH-000337,-1.9055387262999999
ACH-000339,-2.26189251005
ACH-000341,-2.19508124255
ACH-000348,-2.8696232415200003
ACH-000350,-2.7796765104900003
ACH-000352,-2.15991023235
ACH-000356,-2.05309471006
ACH-000361,-2.4618618797
ACH-000362,-2.22457638363
ACH-000363,-2.3233271806499998
ACH-000364,-1.6216218995200002
ACH-000365,-2.3987068215400003
ACH-000366,-2.1304413938900004
ACH-000368,-2.07766882357
ACH-000374,-2.0972579966
ACH-000375,-2.36638421711
ACH-000376,-1.8335798458099997
ACH-000381,-2.20609170685
ACH-000383,-2.25780596611
ACH-000387,-2.44109741337
ACH-000389,-1.88241788085
ACH-000390,-2.0071619578799997
ACH-000393,-1.7727077107599998
ACH-000395,-1.78657213926
ACH-000397,-1.90417542371
ACH-000401,-2.32075027026
ACH-000402,-2.1187530813
ACH-000403,-1.9524429723099999
ACH-000404,-2.3743542184799997
ACH-000406,-2.5152129636300002
ACH-000407,-1.71919836558
ACH-000408,-1.8547555029099998
ACH-000410,-1.9708755981400001
ACH-000411,-1.9888472772499999
ACH-000414,-2.2331395352400003
ACH-000415,-2.0004923392
ACH-000416,-1.6299758788499998
ACH-000420,-1.8838138424200002
ACH-000421,-1.98577306565
ACH-000424,-2.16173174338
ACH-000425,-1.5276395059399999
ACH-000426,-2.85067389129
ACH-000427,-2.0959121192900003
ACH-000433,-1.65422171505
ACH-000436,-2.4081170972
ACH-000444,-1.8033763860599998
ACH-000445,-1.7002545812399998
ACH-000448,-2.211318525
ACH-000450,-3.00391682504
ACH-000452,-2.34013780877
ACH-000454,-2.15502365355
ACH-000458,-2.11944468882
ACH-000459,-2.40003044311
ACH-000460,-1.9863764639200001
ACH-000461,-2.2316720559
ACH-000463,-1.8271485227900002
ACH-000464,-2.112320884
ACH-000466,-2.65865107155
ACH-000467,-2.00035476898
ACH-000468,-2.37035074691
ACH-000469,-1.97283501335
ACH-000470,-2.27649714635
ACH-000471,-2.18975783616
ACH-000472,-2.438117664
ACH-000473,-2.17453163823
ACH-000475,-2.26471063565
ACH-000476,-2.08285961384
ACH-000477,-2.4927934998400003
ACH-000480,-2.05221032089
ACH-000481,-2.31735313812
ACH-000483,-2.6543917561900003
ACH-000484,-1.8074980838499999
ACH-000485,-2.28611058134
ACH-000486,-2.12124695068
ACH-000487,-2.3733042785599996
ACH-000488,-2.0644236091900003
ACH-000490,-2.0217754968599997
ACH-000491,-2.47802996439
ACH-000495,-1.71059901662
ACH-000496,-2.05665631646
ACH-000499,-2.24783815854
ACH-000500,-1.9584980527200002
ACH-000502,-1.82030260822
ACH-000503,-2.16522382901
ACH-000505,-2.21679091274
ACH-000507,-2.01102440522
ACH-000510,-2.1311017153
ACH-000511,-1.7069975103900001
ACH-000512,-1.7725782747599999
ACH-000516,-2.1664480683000003
ACH-000517,-2.16740126435
ACH-000518,-1.99574230917
ACH-000520,-2.22392741274
ACH-000521,-1.8743777262299999
ACH-000522,-2.26912461469
ACH-000524,-2.4831170892700003
ACH-000527,-2.1862805667500003
ACH-000528,-1.8167964943700001
ACH-000537,-1.9921894708400003
ACH-000541,-2.49970784993
ACH-000542,-1.91336762053
ACH-000544,-2.0631687519299997
ACH-000545,-1.8369663516599999
ACH-000547,-2.52687287715
ACH-000548,-2.1301403019
ACH-000549,-2.08022648023
ACH-000550,-2.24500937385
ACH-000552,-1.8793482940900001
ACH-000556,-2.12042542197
ACH-000557,-2.86290763549
ACH-000570,-2.03364779526
ACH-000571,-3.5942989114699997
ACH-000573,-2.37783917521
ACH-000576,-2.31819814098
ACH-000580,-2.06178674005
ACH-000584,-2.56667048447
ACH-000585,-2.40286757271
ACH-000588,-2.23033797113
ACH-000589,-2.01705096463
ACH-000591,-1.8187058098
ACH-000593,-2.1155101586500002
ACH-000600,-2.1622477940900002
ACH-000601,-1.8784099699599999
ACH-000604,-2.4109874822
ACH-000605,-2.09231694247
ACH-000606,-1.8944971409400002
ACH-000608,-2.02535570667
ACH-000614,-2.32661516093
ACH-000616,-1.9945154151900002
ACH-000618,-2.1088248484
ACH-000619,-1.9810529729700002
ACH-000620,-2.3130420737
ACH-000621,-2.31337391937
ACH-000622,-1.7426851596900002
ACH-000623,-2.1772174746
ACH-000624,-2.00618240765
ACH-000627,-1.78358431588
ACH-000630,-1.85849073382
ACH-000632,-2.43119843927
ACH-000633,-2.3402984538900005
ACH-000637,-2.1830344739900003
ACH-000638,-1.9636676057099998
ACH-000646,-1.9165587210799997
ACH-000647,-2.12142115997
ACH-000648,-1.9935161728
ACH-000649,-1.94994509037
ACH-000651,-1.9634044771999999
ACH-000652,-2.10071103909
ACH-000653,-2.0806171276599996
ACH-000657,-2.1728583923500002
ACH-000658,-2.4144497036900003
ACH-000661,-2.52439009979
ACH-000662,-2.093151287
ACH-000663,-2.22088666266
ACH-000665,-1.7798723476
ACH-000671,-2.19779259383
ACH-000673,-1.8683123708900002
ACH-000676,-2.18927048316
ACH-000677,-1.9662092245200002
ACH-000681,-2.1512670373500002
ACH-000682,-2.01315754533
ACH-000683,-2.3599393304799996
ACH-000684,-1.9881670883900002
ACH-000688,-1.80389583317
ACH-000693,-2.0878801183099998
ACH-000694,-1.9048492531
ACH-000695,-2.52088196487
ACH-000696,-1.9171239878400002
ACH-000697,-2.01908948578
ACH-000699,-2.1929781789700002
ACH-000701,-2.43564372398
ACH-000706,-2.23749124883
ACH-000711,-2.1148378939400003
ACH-000713,-1.93024519459
ACH-000714,-1.9479732994299999
ACH-000718,-2.10142672597
ACH-000720,-2.2124792448400004
ACH-000721,-2.07016471862
ACH-000724,-3.67079994871
ACH-000725,-2.2244589280000002
ACH-000732,-1.79549688939
ACH-000734,-2.3149757389200003
ACH-000735,-1.9302802102
ACH-000736,-2.0187678039400003
ACH-000738,-2.1120132961599998
ACH-000746,-2.4129729523
ACH-000747,-1.9583116181
ACH-000748,-2.0354548478
ACH-000753,-2.3818452932099996
ACH-000756,-2.3321750495200004
ACH-000757,-1.98746575402
ACH-000758,-1.8720556808500002
ACH-000760,-1.9232911218000002
ACH-000763,-2.7087104408999996
ACH-000764,-1.58486648181
ACH-000765,-2.1431077158500003
ACH-000766,-2.2127427651
ACH-000767,-2.0368763008
ACH-000768,-2.05081959893
ACH-000769,-1.97452207968
ACH-000770,-2.0613863730400004
ACH-000771,-2.08337429052
ACH-000773,-1.9779048216400001
ACH-000776,-1.93519425662
ACH-000777,-1.8509008679599996
ACH-000778,-2.75023061303
ACH-000781,-2.40814414891
ACH-000782,-2.16115270929
ACH-000783,-1.9610245327000002
ACH-000784,-2.13084700897
ACH-000785,-2.33315673889
ACH-000787,-2.0874427382799996
ACH-000788,-2.1382755788999996
ACH-000791,-1.87008026102
ACH-000792,-2.26201770921
ACH-000794,-1.97790387447
ACH-000796,-2.04255257008
ACH-000799,-1.7775118620500001
ACH-000800,-3.06497396746
ACH-000802,-1.9142046149400003
ACH-000804,-2.08902146418
ACH-000805,-2.1570843274900002
ACH-000809,-2.17958048578
ACH-000810,-1.55829391264
ACH-000811,-2.02816961346
ACH-000817,-1.94569973601
ACH-000819,-1.6909498783599999
ACH-000820,-1.6283218539700002
ACH-000821,-2.8457205069200002
ACH-000822,-2.24549703926
ACH-000823,-2.11635276422
ACH-000824,-2.5097485871700003
ACH-000827,-1.92665790714
ACH-000829,-2.16798324438
ACH-000831,-2.2639870726400004
ACH-000832,-1.7038917172799999
ACH-000833,-2.55544290303
ACH-000834,-2.01889119136
ACH-000835,-1.9479854691499998
ACH-000836,-2.09214640195
ACH-000837,-1.8350531848099998
ACH-000838,-2.82786824071
ACH-000839,-1.56792873486
ACH-000840,-2.0785238948400004
ACH-000841,-1.89968643358
ACH-000843,-2.1294018827700003
ACH-000846,-2.14215313998
ACH-000847,-2.1483874472999998
ACH-000848,-1.9439175670599997
ACH-000849,-2.2702820420500003
ACH-000851,-1.84181087632
ACH-000855,-2.19556409249
ACH-000856,-2.1405709858099997
ACH-000858,-1.90508237688
ACH-000859,-1.8867455431
ACH-000861,-2.4868314005200003
ACH-000862,-2.3613953217700003
ACH-000865,-2.04064266819
ACH-000866,-2.33702144541
ACH-000867,-2.3222770494400002
ACH-000869,-2.35860795405
ACH-000872,-1.9043266548700002
ACH-000873,-1.86559823448
ACH-000876,-2.6699854239099996
ACH-000878,-2.2215334115400003
ACH-000880,-2.19783046149
ACH-000881,-2.21961356501
ACH-000882,-1.8903345700599998
ACH-000884,-2.04058523425
ACH-000885,-1.93675653426
ACH-000887,-1.97109637051
ACH-000888,-2.00806408519
ACH-000889,-2.26196268034
ACH-000890,-2.0987090893
ACH-000896,-2.0252266988799996
ACH-000898,-1.8447296324200002
ACH-000900,-1.8853361244799998
ACH-000901,-2.15915978496
ACH-000905,-1.96359088538
ACH-000906,-2.1042779235599998
ACH-000907,-1.9712878313099997
ACH-000910,-2.45517773267
ACH-000911,-2.0028910403299998
ACH-000912,-1.83775405247
ACH-000913,-2.1657873658400004
ACH-000915,-2.046954289
ACH-000916,-2.0474655623599998
ACH-000917,-1.8324011795800002
ACH-000921,-1.91713731771
ACH-000924,-1.61709353238
ACH-000926,-1.8509548846200001
ACH-000928,-2.3248250644
ACH-000929,-2.0689606812
ACH-000932,-2.07362005004
ACH-000935,-1.88928238532
ACH-000936,-2.1173773364099997
ACH-000937,-2.74403322487
ACH-000938,-2.6074983878999998
ACH-000939,-2.3848872394400003
ACH-000941,-2.35710303396
ACH-000943,-2.1068856436
ACH-000946,-1.7870286488999998
ACH-000947,-2.07531511949
ACH-000948,-2.16999712616
ACH-000950,-1.9154177537400001
ACH-000953,-2.6498076259
ACH-000957,-2.23369394991
ACH-000958,-1.75224824705
ACH-000960,-2.56939485978
ACH-000963,-1.9414363920299997
ACH-000968,-2.24428629763
ACH-000969,-1.89986393382
ACH-000973,-2.0825272941299997
ACH-000974,-1.97363548905
ACH-000975,-2.08515400247
ACH-000976,-1.9517130825599998
ACH-000978,-3.0157918386299998
ACH-000980,-2.2027042960900003
ACH-000984,-1.88539014933
ACH-000986,-1.78846158825
ACH-000988,-2.28090504145
ACH-000993,-1.88345838625
ACH-000994,-2.59099495036
ACH-000996,-1.80348435585
ACH-001001,-2.02439803565
ACH-001020,-1.9746723134900002
ACH-001028,-2.22772452495
ACH-001031,-2.1518145783200002
ACH-001038,-2.5000854848400005
ACH-001048,-2.04662521601
ACH-001050,-1.82921613431
ACH-001053,-1.89202519383
ACH-001054,-1.81832902503
ACH-001061,-1.90986951653
ACH-001067,-1.86977368977
ACH-001075,-1.89951159068
ACH-001096,-2.11980612187
ACH-001128,-2.4256275146400004
ACH-001134,-2.00317873247
ACH-001151,-2.1554009332499997
ACH-001163,-2.08936613426
ACH-001164,-2.33226659083
ACH-001173,-2.03638946377
ACH-001183,-2.12899469126
ACH-001184,-2.1876260856
ACH-001190,-1.7516688352599998
ACH-001192,-2.0508313882099998
ACH-001193,-1.87263333392
ACH-001196,-2.2614536663
ACH-001197,-2.23221083703
ACH-001205,-2.0341660579400003
ACH-001211,-2.05394168223
ACH-001212,-2.0083588646
ACH-001228,-2.34201209635
ACH-001232,-1.9597448219099998
ACH-001239,-2.24205806632
ACH-001274,-2.0746762961000003
ACH-001275,-1.97116087469
ACH-001277,-2.1520638163
ACH-001278,-2.24603004802
ACH-001280,-1.7121615673800001
ACH-001283,-1.9994102558099998
ACH-001289,-2.32568297802
ACH-001295,-2.38352451688
ACH-001300,-2.15078782844
ACH-001301,-2.03127935905
ACH-001302,-2.0942408643599997
ACH-001303,-2.27927102027
ACH-001306,-1.63370288315
ACH-001318,-2.33020544786
ACH-001322,-1.8422264960199999
ACH-001328,-1.87503763317
ACH-001332,-2.00656546266
ACH-001333,-2.33065388493
ACH-001336,-1.65724164557
ACH-001340,-2.25009360146
ACH-001346,-1.8168745083700002
ACH-001353,-2.14722245964
ACH-001354,-2.4081582138099997
ACH-001367,-1.866862007
ACH-001368,-2.02666868347
ACH-001374,-1.76954511336
ACH-001375,-2.16240012032
ACH-001377,-2.17109428358
ACH-001380,-1.99453652658
ACH-001391,-2.3962029727400003
ACH-001407,-2.06390477219
ACH-001408,-2.34293590882
ACH-001413,-1.48686396409
ACH-001430,-2.19522932241
ACH-001431,-2.11247159257
ACH-001450,-2.03029250145
ACH-001496,-2.45077679799
ACH-001500,-1.9107064462099999
ACH-001521,-2.1872661683200003
ACH-001523,-2.25637993945
ACH-001532,-2.04668858657
ACH-001536,-1.85875708055
ACH-001550,-2.41021697418
ACH-001552,-2.00572400833
ACH-001554,-2.33210751553
ACH-001645,-2.06915390621
ACH-001654,-2.23718108861
ACH-001715,-1.95541772322
ACH-001735,-2.10660554107
ACH-001736,-2.32469854376
ACH-001737,-2.72734492434
ACH-001740,-2.25025702158
ACH-001745,-2.20876173097
ACH-001750,-2.12759673433
ACH-001765,-2.3686523085299998
ACH-001956,-2.56192052914
ACH-001957,-2.31455279034
