,HIST1H2AH (85235)
ACH-000304,-0.205026014624
ACH-000307,-0.301055337024
ACH-000308,-0.39879677159500004
ACH-000310,-0.0501739115879
ACH-000311,-0.30098448701999997
ACH-000312,-0.018219595867599997
ACH-000315,-0.5305315994250001
ACH-000316,-0.191634160366
ACH-000317,-0.301581254528
ACH-000318,-0.0350473394179
ACH-000319,-0.389106024537
ACH-000320,-0.227745341633
ACH-000322,-0.54386820752
ACH-000323,-0.21244553610300002
ACH-000324,-0.11941075971
ACH-000329,-0.241504227997
ACH-000330,-0.462647799344
ACH-000331,-0.0968824034015
ACH-000332,-0.27341564255399997
ACH-000334,-0.314791309043
ACH-000335,-0.0266521885591
ACH-000336,-0.48074266835699997
ACH-000337,-0.153247942447
ACH-000339,-0.200515087889
ACH-000341,-0.255504333224
ACH-000348,-0.31792892164000003
ACH-000350,-0.135783203854
ACH-000352,-0.12244200197100001
ACH-000356,-0.351312420403
ACH-000361,-0.5672305180089999
ACH-000362,-0.39198056278000004
ACH-000363,-0.0566135949079
ACH-000364,-0.38673376133599996
ACH-000365,-0.144386639408
ACH-000366,-0.234858353892
ACH-000368,-0.176759176618
ACH-000374,-0.479939104264
ACH-000375,-0.58044435343
ACH-000376,-0.340215066206
ACH-000381,-0.302039468378
ACH-000383,-0.16895980005800001
ACH-000387,-0.054765399994
ACH-000389,-0.547938533064
ACH-000390,-0.419176045118
ACH-000393,-0.49883857478200005
ACH-000395,-0.056160186089
ACH-000397,-0.383889906751
ACH-000401,-0.153064712289
ACH-000402,-0.168564316547
ACH-000403,-0.228983988318
ACH-000404,-0.608047527485
ACH-000406,-0.14032993738900001
ACH-000407,-0.245409739799
ACH-000408,-0.308170718605
ACH-000410,-0.26430289652899996
ACH-000411,-0.426966677252
ACH-000414,-0.324346134946
ACH-000415,-0.223849378324
ACH-000416,-0.138027599246
ACH-000420,-0.270586892634
ACH-000421,-0.135853544451
ACH-000424,-0.029809134849400003
ACH-000425,-0.210367587691
ACH-000426,-0.0490467749892
ACH-000427,-0.217801806363
ACH-000433,-0.566184274541
ACH-000436,-0.226198432293
ACH-000444,-0.43272170568400004
ACH-000445,-0.43657956190700004
ACH-000448,-0.207371225141
ACH-000450,-0.40401960104699997
ACH-000452,-0.07236433210269999
ACH-000454,-0.288628838861
ACH-000458,-0.264584778609
ACH-000459,-0.45120559011399997
ACH-000460,-0.278000501771
ACH-000461,-0.275034162682
ACH-000463,-0.112834982965
ACH-000464,-0.46531400529
ACH-000466,-0.339820851511
ACH-000467,-0.292414274966
ACH-000468,-0.32307970024300003
ACH-000469,-0.22122175864
ACH-000470,0.03626522217519999
ACH-000471,-0.184301543765
ACH-000472,-0.116697901926
ACH-000473,-0.0838555497292
ACH-000475,-0.132616244155
ACH-000476,0.028934817811699997
ACH-000477,-0.160282833962
ACH-000480,-0.164941284311
ACH-000481,-0.22054862687899998
ACH-000483,0.10524142582900001
ACH-000484,-0.200160729123
ACH-000485,-0.10475744791099999
ACH-000486,-0.219423872826
ACH-000487,-0.299176726459
ACH-000488,-0.15144910021299998
ACH-000490,-0.119625812933
ACH-000491,-0.319825286522
ACH-000495,-0.11275298455499999
ACH-000496,-0.292162827269
ACH-000499,-0.138667830459
ACH-000500,-0.257342760461
ACH-000502,-0.267163397697
ACH-000503,-0.35453864686
ACH-000505,-0.43198967652099995
ACH-000507,-0.228402787552
ACH-000510,-0.148949747737
ACH-000511,-0.188655138186
ACH-000512,-0.37319294089
ACH-000516,-0.329920552034
ACH-000517,-0.20065667909499998
ACH-000518,-0.156360635088
ACH-000520,-0.155218258877
ACH-000521,-0.148213380291
ACH-000522,-0.2960087291
ACH-000524,-0.414567248316
ACH-000527,-0.297499544299
ACH-000528,-0.26105206607799997
ACH-000537,-0.32543185444600004
ACH-000541,0.151900305928
ACH-000542,-0.12774431879599998
ACH-000544,-0.207188566466
ACH-000545,-0.26864225244600004
ACH-000547,-0.295113568227
ACH-000548,-0.28842780915399996
ACH-000549,-0.10133454117900001
ACH-000550,-0.09181604615260001
ACH-000552,-0.06935189410539999
ACH-000556,-0.1347257717
ACH-000557,-0.0695334749308
ACH-000570,-0.298072680456
ACH-000571,-0.296844820823
ACH-000573,-0.151042207934
ACH-000576,-0.218735612521
ACH-000580,-0.183696666929
ACH-000584,-0.212794836148
ACH-000585,-0.24124366739999997
ACH-000588,0.017360277025200002
ACH-000589,-0.19298924055
ACH-000591,-0.220244782368
ACH-000593,-0.0395865794089
ACH-000600,-0.289406756047
ACH-000601,-0.233828941959
ACH-000604,-0.411974484337
ACH-000605,-0.0628728154419
ACH-000606,-0.175916647134
ACH-000608,-0.228740079627
ACH-000614,-0.224839865322
ACH-000616,-0.203768135328
ACH-000618,-0.266072988813
ACH-000619,-0.193804707586
ACH-000620,-0.158758736826
ACH-000621,-0.291140406569
ACH-000622,-0.110711498656
ACH-000623,-0.412611879542
ACH-000624,-0.278089864195
ACH-000627,-0.403038920423
ACH-000630,-0.131207316619
ACH-000632,-0.18391980641199998
ACH-000633,-0.102457442875
ACH-000637,-0.551836285967
ACH-000638,0.00100610540891
ACH-000646,-0.379323110418
ACH-000647,-0.29021242598700003
ACH-000648,-0.049424643780899995
ACH-000649,-0.184800551697
ACH-000651,-0.112581667544
ACH-000652,-0.04571419986980001
ACH-000653,-0.230794494721
ACH-000657,-0.145619937635
ACH-000658,-0.237115790623
ACH-000661,-0.12148676081700001
ACH-000662,-0.0998273888972
ACH-000663,-0.150712735498
ACH-000665,-0.33269196574
ACH-000671,-0.147378316997
ACH-000673,-0.225396610186
ACH-000676,-0.21090606159000003
ACH-000677,0.018896603195900002
ACH-000681,-0.176091117469
ACH-000682,-0.16989916609
ACH-000683,-0.0504472339567
ACH-000684,-0.284263418125
ACH-000688,-0.03758398140480001
ACH-000693,-0.19851970340599998
ACH-000694,-0.311612969027
ACH-000695,-0.0250813447339
ACH-000696,-0.39932952599699995
ACH-000697,0.0177823494576
ACH-000699,-0.206884287582
ACH-000701,-0.338203280184
ACH-000706,0.0767684240763
ACH-000711,-0.235072772794
ACH-000713,-0.387351119001
ACH-000714,-0.313020424264
ACH-000718,-0.36439125337300005
ACH-000720,-0.37588743575499994
ACH-000721,-0.24821663046
ACH-000724,-0.275033351157
ACH-000725,-0.0589116676205
ACH-000732,-0.260854924787
ACH-000734,-0.315672079635
ACH-000735,-0.17045762114100002
ACH-000736,-0.114080173807
ACH-000738,-0.286948737172
ACH-000746,-0.07854609326169999
ACH-000747,-0.0626742001856
ACH-000748,-0.291013750867
ACH-000753,-0.40687680058799996
ACH-000756,-0.217602835242
ACH-000757,-0.0247436342317
ACH-000758,-0.31079826220400003
ACH-000760,-0.154998847262
ACH-000763,-0.484833127918
ACH-000764,-0.23090455150400002
ACH-000765,-0.269124191919
ACH-000766,-0.128403972338
ACH-000767,0.0264148942576
ACH-000768,-0.19595774361499999
ACH-000769,-0.203868343516
ACH-000770,-0.25422080279599996
ACH-000771,-0.30705313768000003
ACH-000773,-0.38317646775499997
ACH-000776,-0.0677936885772
ACH-000777,-0.368719595449
ACH-000778,-0.358301403891
ACH-000781,-0.17241434954399998
ACH-000782,-0.316398676952
ACH-000783,-0.320257344426
ACH-000784,-0.18226267260899998
ACH-000785,-0.304759500845
ACH-000787,-0.206435569225
ACH-000788,-0.272177406331
ACH-000791,-0.271362605448
ACH-000792,-0.20773900261
ACH-000794,-0.173883585085
ACH-000796,-0.277403393545
ACH-000799,-0.45235956630699997
ACH-000800,-0.22422864811999998
ACH-000802,-0.19299987075599997
ACH-000804,-0.257091825642
ACH-000805,-0.404571185241
ACH-000809,-0.172523928642
ACH-000810,-0.256228524371
ACH-000811,-0.24943757179
ACH-000817,-0.13568665560999998
ACH-000819,-0.194153456429
ACH-000820,-0.126122983511
ACH-000821,-0.5350367226380001
ACH-000822,-0.200066431934
ACH-000823,-0.0638872329692
ACH-000824,-0.231699691663
ACH-000827,-0.28129427287500003
ACH-000829,-0.303471655815
ACH-000831,-0.187277814572
ACH-000832,-0.231645506564
ACH-000833,0.0688475709089
ACH-000834,-0.214448686351
ACH-000835,-0.288120463379
ACH-000836,-0.20103347397399998
ACH-000837,-0.22060668020799998
ACH-000838,-0.0103038639119
ACH-000839,-0.446210871567
ACH-000840,-0.0508854918364
ACH-000841,-0.149637291273
ACH-000843,-0.0747029328402
ACH-000846,-0.08508006187989998
ACH-000847,-0.133506338115
ACH-000848,-0.168557290804
ACH-000849,-0.21730004050299997
ACH-000851,-0.291348181496
ACH-000855,-0.182472116538
ACH-000856,-0.28172319137699997
ACH-000858,-0.20588423803599998
ACH-000859,-0.23455593113
ACH-000861,-0.0491422739331
ACH-000862,-0.0630620052008
ACH-000865,-0.23785915725900003
ACH-000866,-0.15364663407600002
ACH-000867,-0.30287471994000004
ACH-000869,-0.249122953052
ACH-000872,-0.187441684323
ACH-000873,-0.27431971510200004
ACH-000876,-0.42945635667
ACH-000878,-0.14935723257300001
ACH-000880,-0.297455638365
ACH-000881,-0.30289423673099997
ACH-000882,-0.08021743183510001
ACH-000884,-0.16162744288
ACH-000885,-0.26938678273
ACH-000887,-0.196782970824
ACH-000888,-0.279754008792
ACH-000889,-0.42411563697300003
ACH-000890,-0.195065912168
ACH-000896,-0.141129244076
ACH-000898,-0.06684156486380001
ACH-000900,-0.22170426739100002
ACH-000901,-0.187889569042
ACH-000905,-0.180779142148
ACH-000906,-0.117943413252
ACH-000907,-0.153835095816
ACH-000910,-0.31057128241500004
ACH-000911,-0.12320022579199999
ACH-000912,-0.21447083729000002
ACH-000913,-0.18469143583
ACH-000915,-0.306123978426
ACH-000916,-0.102157879387
ACH-000917,-0.38869039332500005
ACH-000921,-0.228323750366
ACH-000924,-0.162035400484
ACH-000926,-0.328043135049
ACH-000928,-0.167115687079
ACH-000929,-0.322095617
ACH-000932,-0.358539333984
ACH-000935,-0.14933284810699998
ACH-000936,-0.12868513045
ACH-000937,-0.26965678563400003
ACH-000938,-0.526591210723
ACH-000939,-0.054169688768
ACH-000941,-0.119130033397
ACH-000943,-0.051652668096699994
ACH-000946,-0.056841711449699996
ACH-000947,-0.255897305714
ACH-000948,-0.130092785195
ACH-000950,-0.177537702421
ACH-000953,-0.407584151553
ACH-000957,-0.273889815443
ACH-000958,-0.21363233103100002
ACH-000960,-0.270491125347
ACH-000963,0.30518620441399996
ACH-000968,-0.347639845154
ACH-000969,-0.195467779778
ACH-000973,-0.24100100609
ACH-000974,-0.213229455541
ACH-000975,-0.15781741649800002
ACH-000976,-0.21091457711599998
ACH-000978,-0.0475785830611
ACH-000980,-0.299716180374
ACH-000984,-0.099036146497
ACH-000986,-0.205144031849
ACH-000988,-0.270919240953
ACH-000993,-0.47454143871699994
ACH-000994,0.00815698025794
ACH-000996,-0.17869766833200001
ACH-001001,-0.349231440867
ACH-001020,0.146568488619
ACH-001028,-0.265316358444
ACH-001031,-0.19821249797
ACH-001038,-0.255968453715
ACH-001048,-0.17576967211
ACH-001050,-0.289577735494
ACH-001053,-0.374382749058
ACH-001054,-0.225177430476
ACH-001061,-0.34802072706299997
ACH-001067,-0.252909364252
ACH-001075,-0.0280856357852
ACH-001096,0.0167782449404
ACH-001128,-0.7105470364290001
ACH-001134,-0.47308269135799996
ACH-001151,-0.14233504166799998
ACH-001163,-0.048012861600099994
ACH-001164,0.27979842171700003
ACH-001173,-0.153576894911
ACH-001183,-0.184965855154
ACH-001184,0.14461874831399998
ACH-001190,-0.303861888841
ACH-001192,-0.173679240149
ACH-001193,-0.166447912036
ACH-001196,-0.0221138936453
ACH-001197,-0.0279700539371
ACH-001205,-0.442591258806
ACH-001211,-0.36275417807099997
ACH-001212,-0.572575308493
ACH-001228,-0.22392488342099998
ACH-001232,-0.22881383957499998
ACH-001239,-0.115514452021
ACH-001274,-0.289133600434
ACH-001275,-0.22921768608000004
ACH-001277,-0.0643942551369
ACH-001278,-0.08417107994249999
ACH-001280,-0.0402216457945
ACH-001283,-0.0965741047579
ACH-001289,-0.442399374987
ACH-001295,-0.145733102258
ACH-001300,-0.229128559603
ACH-001301,-0.200056347844
ACH-001302,-0.0385077606488
ACH-001303,-0.148977788199
ACH-001306,-0.03945955925030001
ACH-001318,-0.28021076663000005
ACH-001322,-0.195852398338
ACH-001328,-0.369698699784
ACH-001332,0.021778873885499997
ACH-001333,0.08355034719210001
ACH-001336,-0.32488798324
ACH-001340,-0.162528768171
ACH-001346,-0.280380710061
ACH-001353,-0.20803508894
ACH-001354,-0.307676533581
ACH-001367,0.167538868008
ACH-001368,-0.125398981069
ACH-001374,-0.270056850781
ACH-001375,-0.23728989119399999
ACH-001377,-0.225475736681
ACH-001380,-0.18372067790899999
ACH-001391,-0.5757044831600001
ACH-001407,-0.17709608650400002
ACH-001408,-0.298982684654
ACH-001413,-0.20553412139000002
ACH-001430,-0.39850112156499995
ACH-001431,-0.0614394162378
ACH-001450,-0.0452584874909
ACH-001496,-0.193980570431
ACH-001500,-0.358511370766
ACH-001521,-0.281192108349
ACH-001523,-0.119630809617
ACH-001532,-0.440689990119
ACH-001536,-0.290360160964
ACH-001550,-0.307791178449
ACH-001552,-0.389752467072
ACH-001554,-0.26839526768399996
ACH-001645,-0.248673256221
ACH-001654,-0.193605143498
ACH-001715,-0.338585346432
ACH-001735,-0.09724024921730001
ACH-001736,-0.0979398055801
ACH-001737,-0.7795716992499999
ACH-001740,0.013554797146
ACH-001745,-0.13599413694499998
ACH-001750,-0.09968272125330001
ACH-001765,-0.18010342645100003
ACH-001956,-0.249887661318
ACH-001957,-0.338180953416
