,CPT1B (1375)
ACH-000500,-0.326500625923
ACH-000502,-0.364129479084
ACH-000503,-0.456910039903
ACH-000505,-0.224967810691
ACH-000507,-0.305707882899
ACH-000510,-0.26911777699
ACH-000511,-0.170109668174
ACH-000512,-0.22370069390099998
ACH-000516,-0.492832119424
ACH-000517,-0.329850627081
ACH-000518,-0.376640466725
ACH-000520,-0.322129819273
ACH-000521,-0.29009037791700004
ACH-000522,-0.08468938761880002
ACH-000524,-0.320766844619
ACH-000527,-0.323404483683
ACH-000528,-0.282589892593
ACH-000537,-0.0591880933326
ACH-000541,0.011727392755799999
ACH-000542,-0.192303529802
ACH-000544,-0.0575679561629
ACH-000545,-0.195013324823
ACH-000547,-0.28480815275
ACH-000548,-0.153350967824
ACH-000549,-0.43076956588999993
ACH-000550,-0.48204368773199996
ACH-000552,-0.43334174665700004
ACH-000556,-0.333842541917
ACH-000557,-0.301146996055
ACH-000570,-0.391139305562
ACH-000571,-0.248944235187
ACH-000573,-0.30178736593600003
ACH-000576,-0.278763204643
ACH-000580,-0.43660013483800003
ACH-000584,-0.20898574769699998
ACH-000585,-0.20596662536
ACH-000588,-0.377377649521
ACH-000589,-0.248513998629
ACH-000591,-0.482981943877
ACH-000593,-0.23316543543
ACH-000600,-0.130385825727
ACH-000601,-0.398906800195
ACH-000604,-0.722664798017
ACH-000605,-0.403514378609
ACH-000606,-0.31557155877099996
ACH-000608,-0.32715071456
ACH-000614,-0.34113203351
ACH-000616,-0.280113990222
ACH-000618,-0.33995342091499997
ACH-000619,-0.39926966494000005
ACH-000620,-0.121042581067
ACH-000621,-0.28210426569
ACH-000622,-0.234483559575
ACH-000623,-0.43149187160400004
ACH-000624,-0.257567027925
ACH-000627,-0.369861328934
ACH-000630,-0.254220135237
ACH-000632,-0.284622837593
ACH-000633,-0.351314186514
ACH-000637,-0.142329823268
ACH-000638,-0.155310781614
ACH-000646,-0.60249140372
ACH-000647,-0.137514971501
ACH-000648,-0.201354987485
ACH-000649,-0.33391119690000004
ACH-000651,-0.242834775016
ACH-000652,-0.23822615951099999
ACH-000653,-0.228289953913
ACH-000657,-0.36014437872199995
ACH-000658,-0.23397511361900003
ACH-000661,-0.054038127215
ACH-000662,0.0356855650889
ACH-000663,-0.408056154376
ACH-000665,-0.25890040833
ACH-000671,-0.0115846517876
ACH-000673,-0.38736620145000006
ACH-000676,-0.22787333327599998
ACH-000677,-0.366204610639
ACH-000681,-0.228541912199
ACH-000682,-0.265815919839
ACH-000683,-0.235323287529
ACH-000684,-0.297670964049
ACH-000688,-0.355182940202
ACH-000693,-0.248569318917
ACH-000694,-0.334544346727
ACH-000695,-0.531758288544
ACH-000696,-0.15099564556199999
ACH-000697,-0.262157094505
ACH-000699,-0.35325353989299996
ACH-000701,-0.228934858075
ACH-000706,-0.0916966002505
ACH-000711,-0.2140714057
ACH-000713,-0.211005041404
ACH-000714,-0.190958416076
ACH-000718,-0.29362025519699997
ACH-000720,-0.207861800353
ACH-000721,-0.21489342353
ACH-000724,-0.184225038574
ACH-000725,-0.317796806663
ACH-000732,-0.238390947885
ACH-000734,-0.438280904009
ACH-000735,-0.21678644989300003
ACH-000736,-0.133662580011
ACH-000738,-0.222750249166
ACH-000746,-0.274418781246
ACH-000747,-0.38726545137100005
ACH-000748,-0.387700754657
ACH-000753,-0.197763614727
ACH-000756,-0.36875294164800004
ACH-000757,-0.131576432627
ACH-000758,-0.27158712314800004
ACH-000760,-0.308977298558
ACH-000763,-0.0499514186789
ACH-000764,-0.013550655295
ACH-000765,-0.16951134626800002
ACH-000766,-0.236279921976
ACH-000767,-0.29801997176899997
ACH-000768,-0.18297178181200002
ACH-000769,-0.35487032170999994
ACH-000770,-0.21817647478
ACH-000771,-0.34530528762699997
ACH-000773,-0.23585209747299998
ACH-000776,-0.0983411460695
ACH-000777,-0.16937693692000003
ACH-000778,-0.28549683018000005
ACH-000781,-0.24977446570999998
ACH-000782,-0.28308543307399997
ACH-000783,-0.395775176342
ACH-000784,-0.237595724492
ACH-000785,-0.36122609138000006
ACH-000787,-0.277403651388
ACH-000788,-0.274294686075
ACH-000791,-0.333562943562
ACH-000792,-0.21162890592099998
ACH-000794,-0.3023162249
ACH-000796,-0.389803545013
ACH-000799,-0.147901878963
ACH-000800,-0.11576136809399999
ACH-000802,-0.187000639555
ACH-000804,-0.249342062635
ACH-000805,-0.160078588427
ACH-000809,-0.366088872201
ACH-000810,-0.148246133742
ACH-000811,-0.25291078791099997
ACH-000817,-0.24766727214499998
ACH-000819,-0.268734624469
ACH-000820,-0.223171084799
ACH-000821,-0.029404913185600002
ACH-000822,-0.350537993395
ACH-000823,-0.27104629380899997
ACH-000824,-0.342421192408
ACH-000827,-0.272585850812
ACH-000829,-0.24597505453200003
ACH-000831,-0.14202360389000002
ACH-000832,-0.12429921743799999
ACH-000833,-0.399001800212
ACH-000834,-0.30631383141999996
ACH-000835,-0.24300150714699997
ACH-000836,-0.35298686011999997
ACH-000837,-0.269369813896
ACH-000838,-0.183068731448
ACH-000839,-0.245722937331
ACH-000840,-0.215175371364
ACH-000841,-0.310126409415
ACH-000843,-0.0768131549539
ACH-000846,-0.290556270298
ACH-000847,-0.166625285492
ACH-000848,-0.26465445943300003
ACH-000849,-0.296682582338
ACH-000851,-0.147148692586
ACH-000855,-0.14938064624199998
ACH-000856,-0.35098315228
ACH-000858,-0.206916796347
ACH-000859,-0.410483837777
ACH-000861,-0.06693420122499999
ACH-000862,-0.37658646405999996
ACH-000865,-0.23035748625100003
ACH-000866,-0.390620618586
ACH-000867,-0.30194926661
ACH-000869,-0.186550605948
ACH-000872,-0.309805440645
ACH-000873,-0.311644444846
ACH-000876,-0.219403120638
ACH-000878,-0.43995018122100005
ACH-000880,-0.287108555916
ACH-000881,-0.315841884107
ACH-000882,-0.14336919062200001
ACH-000884,-0.301602740909
ACH-000885,-0.549841548335
ACH-000887,-0.310683709144
ACH-000888,-0.152931371386
ACH-000889,-0.295091425528
ACH-000890,-0.238051624615
ACH-000896,-0.323492619718
ACH-000898,-0.276684590255
ACH-000900,-0.18706529647599998
ACH-000901,-0.33844862773
ACH-000905,-0.12846946019400002
ACH-000906,-0.245642812225
ACH-000907,-0.402919700805
ACH-000910,-0.466495229493
ACH-000911,-0.20748277861499997
ACH-000912,-0.287937082199
ACH-000913,-0.31643675551399997
ACH-000915,0.023894452559400002
ACH-000916,-0.281023178601
ACH-000917,-0.22493403629099998
ACH-000921,-0.357856444306
ACH-000924,-0.282447590885
ACH-000926,-0.26353969209100003
ACH-000928,-0.327462756952
ACH-000929,0.0209296884378
ACH-000932,-0.35063556836099996
ACH-000935,-0.295056864918
ACH-000936,-0.255503259362
ACH-000937,-0.17362679599800002
ACH-000938,-0.363808559524
ACH-000939,-0.48040740420100003
ACH-000941,-0.196252349391
ACH-000943,-0.133671797514
ACH-000946,-0.40118071188
ACH-000947,-0.216597933127
ACH-000948,-0.136394754408
ACH-000950,-0.306426726539
ACH-000953,-0.32827359100000003
ACH-000957,-0.0817667776737
ACH-000958,-0.200255584183
ACH-000960,-0.278411442222
ACH-000963,0.00157228772798
ACH-000968,-0.448940994677
ACH-000969,-0.0581427676049
ACH-000973,-0.261468554838
ACH-000974,-0.312967721908
ACH-000975,-0.278387454174
ACH-000976,-0.32473704426600003
ACH-000978,0.143913027707
ACH-000980,-0.3344666211
ACH-000984,-0.17822282347899998
ACH-000986,-0.44897579358999995
ACH-000988,-0.29219296293499997
ACH-000993,-0.38867615827600005
ACH-000994,-0.39403833182
ACH-000996,-0.27128624908599996
ACH-001001,-0.20707737471999998
ACH-001020,-0.669067780748
ACH-001028,-0.24812374342399998
ACH-001031,-0.270949894579
ACH-001038,-0.445698725491
ACH-001048,-0.461657752643
ACH-001050,-0.234401312632
ACH-001053,-0.256770128239
ACH-001054,-0.36666632791299997
ACH-001061,-0.281225784133
ACH-001067,-0.233023254034
ACH-001075,-0.285043849154
ACH-001096,-0.37217290806000003
ACH-001128,-0.5655883181620001
ACH-001134,-0.146043617547
ACH-001151,-0.25465390970199997
ACH-001163,-0.31384875170800003
ACH-001164,-0.35022015858499994
ACH-001173,-0.197629508441
ACH-001183,-0.405894191323
ACH-001184,-0.24245647996
ACH-001190,-0.0753153370751
ACH-001192,-0.280375606913
ACH-001193,-0.235110852638
ACH-001196,-0.144707712485
ACH-001197,-0.39385095173100004
ACH-001205,-0.254082986165
ACH-001211,-0.19905803338300002
ACH-001212,-0.368055794444
ACH-001228,-0.49512559707500003
ACH-001232,-0.363128832636
ACH-001239,-0.331069923311
ACH-001274,-0.330722685332
ACH-001275,-0.265163394209
ACH-001277,-0.330285026305
ACH-001278,-0.23375313347399998
ACH-001280,-0.428549183784
ACH-001283,-0.330241629807
ACH-001289,-0.310768366867
ACH-001295,-0.41341074926
ACH-001300,-0.430933348613
ACH-001301,-0.24885814267200002
ACH-001302,-0.279165941258
ACH-001303,-0.33246378333
ACH-001306,-0.42807648275300003
ACH-001318,-0.126606981337
ACH-001322,-0.618606825185
ACH-001328,-0.354783121728
ACH-001332,0.0100938208428
ACH-001333,-0.197091637095
ACH-001336,-0.19704066467300002
ACH-001340,-0.231195994155
ACH-001346,-0.29025039265700003
ACH-001353,-0.388863972601
ACH-001354,-0.330440993717
ACH-001367,-0.0439157352474
ACH-001368,-0.298988256953
ACH-001374,-0.6581383106750001
ACH-001375,-0.298042901512
ACH-001377,-0.415616153897
ACH-001380,-0.171669430148
ACH-001391,-0.491652341914
ACH-001407,-0.33039617906700003
ACH-001408,-0.254627771991
ACH-001413,-0.143679210591
ACH-001430,-0.413769409027
ACH-001431,-0.533719399782
ACH-001450,-0.250100343476
ACH-001496,-0.259546786656
ACH-001500,-0.15589206205
ACH-001521,-0.558576602392
ACH-001523,-0.159615662088
ACH-001532,-0.192763359608
ACH-001536,-0.336047807416
ACH-001550,-0.295315932922
ACH-001552,-0.11485981280400001
ACH-001554,-0.312372818036
ACH-001645,-0.38483412388000005
ACH-001654,-0.309697420588
ACH-001715,-0.138894385154
ACH-001735,-0.277764980327
ACH-001736,-0.339282994912
ACH-001737,-0.12066042748099999
ACH-001740,-0.200074766027
ACH-001745,-0.160067627911
ACH-001750,-0.241390454313
ACH-001765,-0.22076363361200002
ACH-001956,-0.29022761405499997
ACH-001957,-0.22359033408100001
