,LGALS3BP (3959)
ACH-000183,-0.618593778038
ACH-000188,-0.412874747073
ACH-000189,-0.26644254948199997
ACH-000190,-0.39650242557099996
ACH-000198,-0.253489097645
ACH-000204,-0.15429767993
ACH-000206,-0.19613476285700002
ACH-000207,-0.464104716377
ACH-000211,-0.447776223895
ACH-000215,-0.387772209771
ACH-000221,-0.35079561637400003
ACH-000222,-0.257753765827
ACH-000223,-0.297912747443
ACH-000226,-0.131524915487
ACH-000227,-0.372006611413
ACH-000228,-0.300309457501
ACH-000231,-0.250556549607
ACH-000232,-0.328781846359
ACH-000233,-0.24654402709800002
ACH-000234,-0.37325660800399996
ACH-000235,-0.35580661353200005
ACH-000237,-0.181756486578
ACH-000238,-0.230907294632
ACH-000243,-0.37623016597
ACH-000244,-0.49242728589699997
ACH-000246,-0.48771118593699997
ACH-000248,-0.53556388333
ACH-000250,-0.36466444343500004
ACH-000251,-0.376482013739
ACH-000253,-0.400739784926
ACH-000255,-0.413256684169
ACH-000256,-0.593349527301
ACH-000257,-0.127229654674
ACH-000258,-0.317992807984
ACH-000259,-0.344881194742
ACH-000260,-0.45242659533600005
ACH-000261,-0.457061563498
ACH-000262,-0.02714499901
ACH-000263,-0.743704677727
ACH-000264,-0.28923460736400003
ACH-000265,-0.250471054062
ACH-000266,-0.45949196715499996
ACH-000272,-0.322283297968
ACH-000273,-0.27629734675400003
ACH-000274,-0.436676833684
ACH-000277,-0.372232542129
ACH-000278,-0.216664755922
ACH-000279,-0.290182571839
ACH-000280,-0.32984129935600004
ACH-000281,-0.315054891482
ACH-000288,-0.34306646270999996
ACH-000291,-0.317239382889
ACH-000293,-0.147471391066
ACH-000294,-0.225464159239
ACH-000295,-0.436508932141
ACH-000296,-0.160914787343
ACH-000302,-0.258377678708
ACH-000304,-0.266720783411
ACH-000307,-0.24851221546500002
ACH-000308,-0.2305861218
ACH-000310,-0.5810420316839999
ACH-000311,-0.552366730213
ACH-000312,-0.423403028509
ACH-000315,-0.057489553792000006
ACH-000316,-0.570402398143
ACH-000317,-0.19093339103300003
ACH-000318,-0.437786065691
ACH-000319,-0.24763915805
ACH-000320,-0.35721768570900003
ACH-000322,-0.17212180898200002
ACH-000323,-0.495187335015
ACH-000324,-0.47728540402099995
ACH-000329,-0.428896095428
ACH-000330,-0.827663481401
ACH-000331,-0.37980322682499995
ACH-000332,-0.316816168587
ACH-000334,-0.421801856643
ACH-000335,-0.132892305786
ACH-000336,-0.24688857381499998
ACH-000337,-0.514206942169
ACH-000339,-0.389035924781
ACH-000341,-0.30675695335700004
ACH-000348,-0.209110601844
ACH-000350,-0.300217557729
ACH-000352,-0.41412908149800004
ACH-000356,-0.194155777942
ACH-000361,-0.7396533010199999
ACH-000362,-0.014961800087700003
ACH-000363,-0.503773340793
ACH-000364,-0.138596670497
ACH-000365,-0.185158145515
ACH-000366,-0.314824837169
ACH-000368,-0.38508092874600003
ACH-000374,-0.389890770591
ACH-000375,-0.301623773552
ACH-000376,-0.293774472391
ACH-000381,-0.23191432806099999
ACH-000383,-0.326324684719
ACH-000387,-0.299231357535
ACH-000389,-0.399621322527
ACH-000390,-0.20118368395999997
ACH-000393,-0.273553623295
ACH-000395,-0.178196936541
ACH-000397,-0.412099210837
ACH-000401,-0.513528752103
ACH-000402,0.39936433734099996
ACH-000403,-0.299384965409
ACH-000404,-0.12556670836699999
ACH-000406,-0.12833521878100002
ACH-000407,-0.44849905560500003
ACH-000408,-0.21443486028
ACH-000410,-0.20811793048500002
ACH-000411,-0.35573660938600005
ACH-000414,-0.281692178901
ACH-000415,-0.276675812039
ACH-000416,-0.306546909911
ACH-000420,-0.47441886881399997
ACH-000421,-0.46907774148000003
ACH-000424,-0.45939913045
ACH-000425,-0.335639309456
ACH-000426,-0.0567173664388
ACH-000427,-0.231402637998
ACH-000433,-0.521616796671
ACH-000436,-0.192187694315
ACH-000444,-0.332934778735
ACH-000445,-0.270084655024
ACH-000448,-0.34667191081200005
ACH-000450,-0.104361262828
ACH-000452,-0.266956236635
ACH-000454,-0.061408460728699994
ACH-000458,-0.34723527811399996
ACH-000459,-0.0985036092355
ACH-000460,-0.265963718919
ACH-000461,-0.168855811989
ACH-000463,-0.473222369449
ACH-000464,-0.35990311756800003
ACH-000466,-0.154448462955
ACH-000467,-0.325250473282
ACH-000468,-0.402408199551
ACH-000469,-0.276905915208
ACH-000470,-0.258764085393
ACH-000471,-0.355847871313
ACH-000472,-0.407180003037
ACH-000473,-0.131076207354
ACH-000475,-0.215904017597
ACH-000476,-0.5481479415199999
ACH-000477,-0.232917642269
ACH-000480,-0.376803667158
ACH-000481,-0.106308376415
ACH-000483,-0.303827538906
ACH-000484,-0.372582280241
ACH-000485,-0.240084896459
ACH-000486,-0.267032231932
ACH-000487,-0.300806606818
ACH-000488,-0.418918654211
ACH-000490,-0.170946482424
ACH-000491,-0.210226419611
ACH-000495,-0.325591177061
ACH-000496,-0.336926768013
ACH-000499,-0.288757035115
ACH-000500,-0.294803462724
ACH-000502,-0.37294857104900003
ACH-000503,-0.1335962155
ACH-000505,-0.224383863653
ACH-000507,-0.291027434223
ACH-000510,-0.22360319085799998
ACH-000511,-0.298058109903
ACH-000512,-0.11177133262399999
ACH-000516,-0.24512615392499998
ACH-000517,-0.341397768108
ACH-000518,-0.22405295736699998
ACH-000520,-0.152410359163
ACH-000521,-0.685185868362
ACH-000522,-0.254162017008
ACH-000524,-0.252240812366
ACH-000527,-0.37157213709799997
ACH-000528,-0.19409255314100002
ACH-000537,-0.419956753683
ACH-000541,-0.05525551715200001
ACH-000542,-0.281178304521
ACH-000544,-0.399739866278
ACH-000545,-0.062126007400900005
ACH-000547,-0.40206655064900004
ACH-000548,-0.510527131553
ACH-000549,-0.37497564127099997
ACH-000550,-0.412327128899
ACH-000552,-0.160730562804
ACH-000556,-0.47061460767700003
ACH-000557,-0.302035120355
ACH-000570,-0.20364283974800002
ACH-000571,-0.36615500575099996
ACH-000573,-0.287122865066
ACH-000576,-0.142083098893
ACH-000580,-0.210796643927
ACH-000584,-0.35420327207900004
ACH-000585,-0.29547845202899997
ACH-000588,-0.055067256628199994
ACH-000589,-0.211150927634
ACH-000591,-0.5453112822089999
ACH-000593,-0.320274650301
ACH-000600,-0.10243606592599999
ACH-000601,-0.358958135507
ACH-000604,-0.326490203732
ACH-000605,-0.196020879012
ACH-000606,-0.193854307595
ACH-000608,-0.152958104829
ACH-000614,-0.12423962129100001
ACH-000616,-0.43921759406599997
ACH-000618,-0.18477080658
ACH-000619,-0.22020647869399998
ACH-000620,-0.28997513653
ACH-000621,-0.488409941783
ACH-000622,-0.347462910083
ACH-000623,-0.48230524146399995
ACH-000624,-0.358261435205
ACH-000627,-0.252196628368
ACH-000630,-0.191472319818
ACH-000632,-0.347100798585
ACH-000633,-0.488691410999
ACH-000637,-0.38974663502800005
ACH-000638,-0.230268849124
ACH-000646,-0.502473992748
ACH-000647,-0.4600132553399999
ACH-000648,-0.48376341235799997
ACH-000649,-0.291389079789
ACH-000651,-0.347214547386
ACH-000652,-0.30034592565
ACH-000653,-0.149611388475
ACH-000657,-0.405015766179
ACH-000658,-0.16604486365999999
ACH-000661,-0.299650897835
ACH-000662,-0.11736068963099999
ACH-000663,-0.593417978271
ACH-000665,-0.09606461231069999
ACH-000671,-0.23959623446999997
ACH-000673,-0.378266812396
ACH-000676,-0.335822318362
ACH-000677,-0.147322782659
ACH-000681,-0.438244834827
ACH-000682,-0.360851821349
ACH-000683,-0.273787196625
ACH-000684,-0.371983047891
ACH-000688,-0.232671771473
ACH-000693,-0.25039809187199996
ACH-000694,-0.292212014432
ACH-000695,-0.53990043376
ACH-000696,-0.236384668698
ACH-000697,-0.314893834167
ACH-000699,-0.42403392419
ACH-000701,-0.246050951856
ACH-000706,-0.22425303246300002
ACH-000711,-0.40997680383199997
ACH-000713,-0.251496069499
ACH-000714,-0.453289441683
ACH-000718,-0.215062574622
ACH-000720,-0.34317437226499997
ACH-000721,-0.313086744152
ACH-000724,-0.00241347290687
ACH-000725,-0.47480990507700005
ACH-000732,-0.29142755731
ACH-000734,-0.25206944411800003
ACH-000735,-0.19188395161200003
ACH-000736,-0.348740920111
ACH-000738,-0.273337989103
ACH-000746,-0.171061863625
ACH-000747,-0.28248515395
ACH-000748,-0.303511472722
ACH-000753,-0.286540098982
ACH-000756,-0.150773253774
ACH-000757,-0.200183080585
ACH-000758,-0.11585117928
ACH-000760,-0.36349526848700003
ACH-000763,-0.11059589600299999
ACH-000764,-0.39753841803900003
ACH-000765,-0.353767464252
ACH-000766,-0.239832211728
ACH-000767,-0.416765649811
ACH-000768,-0.167713255399
ACH-000769,-0.229717827925
ACH-000770,-0.211341868915
ACH-000771,-0.282198606279
ACH-000773,-0.470197110893
ACH-000776,-0.392076730824
ACH-000777,-0.41045793154700005
ACH-000778,0.00795572256571
ACH-000781,-0.277072856089
ACH-000782,-0.244485846432
ACH-000783,-0.436646627223
ACH-000784,-0.257362447839
ACH-000785,-0.227045057131
ACH-000787,-0.218801616582
ACH-000788,-0.524054766547
ACH-000791,-0.317790694666
ACH-000792,-0.31006504113899996
ACH-000794,-0.345917215676
ACH-000796,-0.45592952772600004
ACH-000799,-0.45204063958000007
ACH-000800,-0.251111712219
ACH-000802,-0.34406875800700004
ACH-000804,-0.158274992788
ACH-000805,-0.293533025439
ACH-000809,-0.28086773809
ACH-000810,-0.360931318725
ACH-000811,-0.31039692597199997
ACH-000817,-0.058902060233699996
ACH-000819,-0.23626451153499997
ACH-000820,-0.352909185472
ACH-000821,-0.16973041101199998
ACH-000822,-0.300253094986
ACH-000823,-0.35201411573299995
ACH-000824,-0.31419261924499997
ACH-000827,-0.330775730665
ACH-000829,-0.292459749289
ACH-000831,-0.203132807891
ACH-000832,-0.11208862859999999
ACH-000833,-0.45540120766900005
ACH-000834,-0.239934283985
ACH-000835,-0.30551531426399997
ACH-000836,-0.399713481845
ACH-000837,-0.299999964713
ACH-000838,-0.0767985915845
ACH-000839,-0.0576433071725
ACH-000840,-0.140036794875
ACH-000841,-0.312544664589
ACH-000843,-0.206264161021
ACH-000846,-0.12231601916
ACH-000847,-0.31658522064800004
ACH-000848,-0.359802459049
ACH-000849,-0.31394774185400004
ACH-000851,-0.295928771509
ACH-000855,-0.116157939843
ACH-000856,-0.190245374347
ACH-000858,-0.329517785753
ACH-000859,-0.429755354943
ACH-000861,-0.162807193079
ACH-000862,-0.0825854028894
ACH-000865,-0.436161234683
ACH-000866,-0.271801098071
ACH-000867,-0.221695190422
ACH-000869,-0.187998379243
ACH-000872,-0.405718963298
ACH-000873,-0.5342580409009999
ACH-000876,-0.0653627840211
ACH-000878,-0.060155689312100004
ACH-000880,-0.18622609620799999
ACH-000881,-0.7911273316290001
ACH-000882,-0.306424939193
ACH-000884,-0.43168816567900004
ACH-000885,-0.323458897615
ACH-000887,-0.422024799295
ACH-000888,-0.33939759089
ACH-000889,-0.074707398095
ACH-000890,-0.308741723862
ACH-000896,-0.152082231458
ACH-000898,-0.179727898673
ACH-000900,-0.27338191239
ACH-000901,-0.40277659956100004
ACH-000905,-0.170581764466
ACH-000906,-0.186923057322
ACH-000907,-0.437898586818
ACH-000910,-0.29436572769200003
ACH-000911,-0.261600885842
ACH-000912,-0.245890124069
ACH-000913,-0.21707919664
ACH-000915,-0.352153541197
ACH-000916,-0.491365870359
ACH-000917,-0.112172009032
ACH-000921,-0.47905936356299994
ACH-000924,-0.387733720704
ACH-000926,-0.47600576360200003
ACH-000928,-0.36478507643799996
ACH-000929,-0.503039552176
ACH-000932,-0.225702824867
ACH-000935,-0.417624441081
ACH-000936,-0.344084235887
ACH-000937,-0.206669993735
ACH-000938,-0.135221583972
ACH-000939,-0.26860390147700003
ACH-000941,-0.261492291706
ACH-000943,-0.114191963853
ACH-000946,-0.30868678973
ACH-000947,-0.258157395867
ACH-000948,-0.190100075131
ACH-000950,-0.17563967795899998
ACH-000953,-0.39122389064900004
ACH-000957,-0.21959707186500002
ACH-000958,-0.179304226625
ACH-000960,-0.18827963678399998
ACH-000963,-0.11770486101
ACH-000968,-0.29331098810899997
ACH-000969,-0.0729566635119
ACH-000973,-0.215359710034
ACH-000974,-0.15666774132300001
ACH-000975,-0.154804102172
ACH-000976,-0.269756193721
ACH-000978,-0.629957383382
ACH-000980,-0.353486843635
ACH-000984,-0.305056968743
ACH-000986,-0.352221049445
ACH-000988,-0.16627959218
ACH-000993,-0.472263337342
ACH-000994,-0.20032058363699998
ACH-000996,-0.271428148622
ACH-001001,-0.309332961141
ACH-001020,-0.574100993628
ACH-001028,-0.30408934292
ACH-001031,-0.17120859706500002
ACH-001038,-0.417385321983
ACH-001048,-0.322938958387
ACH-001050,-0.504637897633
ACH-001053,-0.399628569471
ACH-001054,-0.299326226438
ACH-001061,-0.180306843882
ACH-001067,-0.38255199021499997
ACH-001075,-0.123186699069
ACH-001096,-0.31880442007
ACH-001128,-0.333916353791
ACH-001134,-0.215097190007
ACH-001151,-0.178207490775
ACH-001163,-0.418204318777
ACH-001164,-0.30436266476199997
ACH-001173,-0.30145217174100003
ACH-001183,-0.324612846315
ACH-001184,-0.601928912429
ACH-001190,-0.20109081803800002
ACH-001192,-0.327867997691
ACH-001193,-0.383507994878
ACH-001196,-0.35805130144599995
ACH-001197,-0.5694053310530001
ACH-001205,-0.19060898853
ACH-001211,-0.270203696274
ACH-001212,-0.191627704087
ACH-001228,-0.0722086113077
ACH-001232,-0.414630498873
ACH-001239,-0.218721559525
ACH-001274,-0.287028661302
ACH-001275,-0.394484886018
ACH-001277,-0.46487397119999996
ACH-001278,-0.281960197815
ACH-001280,-0.619431622157
ACH-001283,-0.232937480175
ACH-001289,-0.27531572100699997
ACH-001295,-0.421475019253
ACH-001300,-0.418922351333
ACH-001301,-0.5087273553289999
ACH-001302,-0.515458139261
ACH-001303,-0.44589385135700005
ACH-001306,-0.355222677525
ACH-001318,-0.32894466180799997
ACH-001322,-0.238066111057
ACH-001328,-0.323811020791
ACH-001332,-0.39805856655999994
ACH-001333,-0.0451389774273
ACH-001336,-0.228618223467
ACH-001340,-0.271845628309
ACH-001346,-0.160175707786
ACH-001353,-0.23880555366599998
ACH-001354,-0.252927310521
ACH-001367,-0.229896143734
ACH-001368,-0.375117100792
ACH-001374,0.07651008109889999
ACH-001375,-0.40144577352300004
ACH-001377,-0.301774897267
ACH-001380,-0.34613680981
ACH-001391,-0.10741947408
ACH-001407,-0.23762559588399998
ACH-001408,-0.41891535280599995
ACH-001413,-0.368108064753
ACH-001430,0.08235115924599999
ACH-001431,-0.34733695351599997
ACH-001450,-0.61438819815
ACH-001496,-0.444018036329
ACH-001500,-0.41713289511999996
ACH-001521,-0.37719092839699997
ACH-001523,-0.42195408406400003
ACH-001532,-0.226823454278
ACH-001536,-0.495766627917
ACH-001550,-0.38779054561399995
ACH-001552,-0.359657070282
ACH-001554,-0.23461883981999998
ACH-001645,-0.30634556443300004
ACH-001654,-0.394296370062
ACH-001715,-0.336580989045
ACH-001735,-0.263262728365
ACH-001736,-0.377508866954
ACH-001737,-0.717512111832
ACH-001740,-0.31989146364300003
ACH-001745,-0.35242907789800004
ACH-001750,-0.362248274503
ACH-001765,-0.293300078701
ACH-001956,-0.216526387962
ACH-001957,-0.279175435925
