,EIF3K (27335)
ACH-000264,-0.228672750562
ACH-000265,-0.0242369424303
ACH-000266,-0.207749438516
ACH-000272,0.0797694920722
ACH-000273,-0.274481653978
ACH-000274,-0.193457402428
ACH-000277,-0.20361198703699998
ACH-000278,-0.17780266482999998
ACH-000279,-0.034638795016099996
ACH-000280,-0.0596691708294
ACH-000281,-0.258285222733
ACH-000288,-0.10539629479
ACH-000291,-0.415586148598
ACH-000293,0.159407293257
ACH-000294,-0.214529535947
ACH-000295,-0.12441897720999999
ACH-000296,-0.43467018598800006
ACH-000302,-0.10310436025
ACH-000304,-0.0505019845017
ACH-000307,-0.267042886046
ACH-000308,-0.106897935212
ACH-000310,-0.174813170162
ACH-000311,-0.060446401891400006
ACH-000312,-0.12152432462099999
ACH-000315,-0.0887387139642
ACH-000316,-0.35336596689099997
ACH-000317,-0.0633679242001
ACH-000318,-0.37301326756399994
ACH-000319,-0.0972092954956
ACH-000320,-0.148832657403
ACH-000322,-0.213827955356
ACH-000323,-0.405498737723
ACH-000324,-0.0300512654903
ACH-000329,-0.399797467112
ACH-000330,-0.177713852802
ACH-000331,-0.191803154829
ACH-000332,-0.11526522319499999
ACH-000334,0.12397464047399999
ACH-000335,-0.412287150881
ACH-000336,-0.08851979059389999
ACH-000337,-0.588533674439
ACH-000339,-0.209120312702
ACH-000341,-0.361667869466
ACH-000348,-0.192236168518
ACH-000350,-0.023950452153599998
ACH-000352,-0.08763832820910002
ACH-000356,-0.10805469798100001
ACH-000361,0.0863171554926
ACH-000362,-0.254576510479
ACH-000363,-0.138116675947
ACH-000364,-0.18178575534400002
ACH-000365,-0.398436413074
ACH-000366,-0.254076747511
ACH-000368,-0.178341538962
ACH-000374,-0.0606378886169
ACH-000375,0.000820577991628
ACH-000376,-0.347134346457
ACH-000381,-0.224750280213
ACH-000383,-0.117311332189
ACH-000387,0.0993039973051
ACH-000389,-0.162873426347
ACH-000390,-0.08997847224689999
ACH-000393,-0.266958465389
ACH-000395,-0.554722400817
ACH-000397,-0.162112433744
ACH-000401,-0.25914360878000003
ACH-000402,-0.534083383855
ACH-000403,-0.085771024992
ACH-000404,-0.19252143955499998
ACH-000406,-0.07945280597889999
ACH-000407,-0.0910924881559
ACH-000408,-0.19617504500500002
ACH-000410,-0.36629856822499995
ACH-000411,-0.20296821818100003
ACH-000414,-0.027260317049699997
ACH-000415,-0.21745392946800002
ACH-000416,-0.104237840917
ACH-000420,-0.302653906545
ACH-000421,-0.144089486274
ACH-000424,-0.43985902449500003
ACH-000425,-0.194771727936
ACH-000426,-0.344935871567
ACH-000427,-0.0939529157555
ACH-000433,-0.25345318532
ACH-000436,-0.22954725923900002
ACH-000444,-0.200300823501
ACH-000445,-0.6768744476649999
ACH-000448,-0.189673483961
ACH-000450,-0.36871745540600004
ACH-000452,-0.175897897993
ACH-000454,-0.436315374933
ACH-000458,-0.289387366113
ACH-000459,-0.347648573831
ACH-000460,-0.235853809921
ACH-000461,-0.329420532053
ACH-000463,-0.119166392267
ACH-000464,-0.391691287417
ACH-000466,-0.191992969306
ACH-000467,-0.428756430899
ACH-000468,-0.311519118729
ACH-000469,-0.0499474247408
ACH-000470,-0.176963708937
ACH-000471,-0.124509780338
ACH-000472,-0.341566348755
ACH-000473,-0.280988424657
ACH-000475,-0.218441899024
ACH-000476,-0.0454905675574
ACH-000477,-0.157613099956
ACH-000480,-0.271980811704
ACH-000481,-0.13854991570800002
ACH-000483,-0.326706759084
ACH-000484,-0.371463982254
ACH-000485,-0.256338112215
ACH-000486,-0.03809869038390001
ACH-000487,-0.18219619623
ACH-000488,-0.21234055909699998
ACH-000490,-0.17047680109700003
ACH-000491,-0.185938019847
ACH-000495,-0.021979941488900003
ACH-000496,-0.165624177344
ACH-000499,-0.308476062304
ACH-000500,0.0665656664224
ACH-000502,-0.272005996491
ACH-000503,0.009189378744700001
ACH-000505,-0.297790770644
ACH-000507,-0.16243081516799998
ACH-000510,-0.0917609289569
ACH-000511,-0.12958288262700002
ACH-000512,-0.500795768811
ACH-000516,-0.20876278610500001
ACH-000517,0.17757397051399998
ACH-000518,0.0491379080938
ACH-000520,-0.122316266016
ACH-000521,-0.131347179909
ACH-000522,-0.040733909428500005
ACH-000524,-0.255076024196
ACH-000527,-0.09242903636189999
ACH-000528,-0.25872075859
ACH-000537,-0.03561834760219999
ACH-000541,-0.482415715116
ACH-000542,-0.156990785318
ACH-000544,-0.255688635547
ACH-000545,-0.382957888948
ACH-000547,0.0487511277841
ACH-000548,-0.23713210204799998
ACH-000549,-0.151936314993
ACH-000550,-0.22391621023400002
ACH-000552,-0.367689236113
ACH-000556,-0.542663738527
ACH-000557,-0.34270116996699995
ACH-000570,-0.14797500110200001
ACH-000571,-0.41468615704499995
ACH-000573,-0.392028267683
ACH-000576,0.0275112957141
ACH-000580,-0.050650904681
ACH-000584,-0.187975497548
ACH-000585,-0.27932597471299997
ACH-000588,-0.23779412063000002
ACH-000589,-0.23520109443000004
ACH-000591,-0.393243243975
ACH-000593,-0.20701457362999998
ACH-000600,0.06738899564140001
ACH-000601,-0.272441231372
ACH-000604,-0.148362265329
ACH-000605,-0.143615592973
ACH-000606,-0.08761547369039999
ACH-000608,-0.34384227958999997
ACH-000614,-0.114879035699
ACH-000616,-0.28179221645
ACH-000618,0.05190367701230001
ACH-000619,-0.109203880515
ACH-000620,-0.393144888388
ACH-000621,-0.164185793144
ACH-000622,-0.478961494305
ACH-000623,-0.00813355524271
ACH-000624,-0.12299491136
ACH-000627,-0.397789396887
ACH-000630,-0.20002951612
ACH-000632,-0.36531005034999997
ACH-000633,-0.146409134832
ACH-000637,-0.334987133366
ACH-000638,-0.00885648806515
ACH-000646,0.013616615367299998
ACH-000647,-0.191430897731
ACH-000648,0.06896792991499999
ACH-000649,-0.056547400036000006
ACH-000651,-0.14219929535599998
ACH-000652,-0.332612973222
ACH-000653,-0.38477508861000004
ACH-000657,-0.239200866835
ACH-000658,-0.28723773969099997
ACH-000661,-0.41176618504600004
ACH-000662,-0.232963661462
ACH-000663,-0.348523539989
ACH-000665,-0.284214511183
ACH-000671,-0.328404466613
ACH-000673,-0.146158747054
ACH-000676,-0.342096173821
ACH-000677,-0.104669195082
ACH-000681,-0.21873840844099998
ACH-000682,-0.400680056135
ACH-000683,-0.26597758144699996
ACH-000684,-0.177737726289
ACH-000688,-0.345665951894
ACH-000693,-0.289196762256
ACH-000694,-0.22006488096500001
ACH-000695,-0.5318455964859999
ACH-000696,-0.223940140531
ACH-000697,-0.163347020898
ACH-000699,-0.18542815722800002
ACH-000701,-0.0124651435675
ACH-000706,-0.15723504479
ACH-000711,-0.20186130487999998
ACH-000713,-0.272909958196
ACH-000714,-0.231891171428
ACH-000718,-0.18400046044399998
ACH-000720,-0.282605328564
ACH-000721,-0.0440516182639
ACH-000724,-0.405126788407
ACH-000725,-0.341650302166
ACH-000732,-0.142052126032
ACH-000734,-0.19174996789999998
ACH-000735,-0.384124688163
ACH-000736,0.18121540006099998
ACH-000738,0.077929504874
ACH-000746,-0.08114609977139998
ACH-000747,-0.0685951366125
ACH-000748,-0.40924262718500004
ACH-000753,-0.0255839027075
ACH-000756,0.016147598556
ACH-000757,-0.22442779303500002
ACH-000758,-0.164318133875
ACH-000760,-0.437318519763
ACH-000763,-0.261901446331
ACH-000764,-0.116131512346
ACH-000765,-0.34403513803499997
ACH-000766,0.055112445675599996
ACH-000767,-0.361296288518
ACH-000768,-0.0203043177614
ACH-000769,-0.316136775677
ACH-000770,-0.19121209716899998
ACH-000771,-0.215737911034
ACH-000773,-0.34592020054399997
ACH-000776,-0.5234661978230001
ACH-000777,-0.319210829114
ACH-000778,-0.045945480732000006
ACH-000781,0.125479320857
ACH-000782,-0.313451159017
ACH-000783,-0.366920929496
ACH-000784,-0.33409309982200003
ACH-000785,-0.048624449653
ACH-000787,-0.206408559683
ACH-000788,-0.224836022882
ACH-000791,-0.21268985020999998
ACH-000792,-0.269842432841
ACH-000794,-0.311836042291
ACH-000796,-0.137492010468
ACH-000799,-0.0744882113853
ACH-000800,-0.150099120964
ACH-000802,-0.171267640168
ACH-000804,-0.0627547599287
ACH-000805,-0.0694858433963
ACH-000809,-0.328904230944
ACH-000810,-0.377176722566
ACH-000811,-0.11914931682499999
ACH-000817,-0.515142196232
ACH-000819,-0.409106339765
ACH-000820,-0.39836377969400005
ACH-000821,-0.406638166959
ACH-000822,-0.0877546900158
ACH-000823,-0.16287040046499998
ACH-000824,-0.407653739395
ACH-000827,-0.185671494915
ACH-000829,-0.046210784751
ACH-000831,-0.195906633539
ACH-000832,0.00368330124573
ACH-000833,-0.18930825803399998
ACH-000834,-0.46299538578
ACH-000835,-0.0361523809118
ACH-000836,-0.46917151254199996
ACH-000837,-0.187330358369
ACH-000838,0.0033687469887899997
ACH-000839,-0.135333673765
ACH-000840,-0.161586162634
ACH-000841,-0.206573453171
ACH-000843,-0.186436058932
ACH-000846,-0.0437049244388
ACH-000847,-0.273438245645
ACH-000848,-0.190395461288
ACH-000849,-0.104647007335
ACH-000851,-0.245558705687
ACH-000855,-0.252637447923
ACH-000856,-0.151628756251
ACH-000858,-0.18233001324200002
ACH-000859,-0.11769797509000002
ACH-000861,-0.31757860481100003
ACH-000862,-0.150208046246
ACH-000865,-0.460561735798
ACH-000866,-0.0526974702355
ACH-000867,-0.139924617799
ACH-000869,-0.109778220194
ACH-000872,-0.222688903115
ACH-000873,0.0832510868193
ACH-000876,-0.12169522351600001
ACH-000878,0.216597616001
ACH-000880,-0.139476713891
ACH-000881,-0.172442068533
ACH-000882,-0.35863428677000003
ACH-000884,-0.0820171833049
ACH-000885,-0.301596249581
ACH-000887,-0.10646365476399999
ACH-000888,-0.142210849727
ACH-000889,-0.370822270126
ACH-000890,0.0731885279243
ACH-000896,-0.13202266976500002
ACH-000898,-0.213676811923
ACH-000900,-0.17731349419300002
ACH-000901,-0.139749226555
ACH-000905,-0.202072657902
ACH-000906,-0.226125938708
ACH-000907,-0.153634359659
ACH-000910,-0.20012792860599998
ACH-000911,-0.310134749306
ACH-000912,-0.289361297038
ACH-000913,0.0119720293867
ACH-000915,-0.0953977436503
ACH-000916,-0.743548519674
ACH-000917,-0.0136545868768
ACH-000921,-0.0190091955277
ACH-000924,-0.215990247422
ACH-000926,-0.0920152531078
ACH-000928,-0.225787101466
ACH-000929,0.07049480165839998
ACH-000932,-0.22577685279399998
ACH-000935,-0.204309445161
ACH-000936,-0.381972429026
ACH-000937,-0.127120643244
ACH-000938,-0.221026564969
ACH-000939,-0.0326202826495
ACH-000941,-0.221889994029
ACH-000943,0.00153846006215
ACH-000946,-0.12999917770199998
ACH-000947,-0.0918782939237
ACH-000948,-0.162174502981
ACH-000950,-0.433146779295
ACH-000953,-0.280873907575
ACH-000957,-0.197636756244
ACH-000958,0.047535856255
ACH-000960,-0.333147098957
ACH-000963,-0.208890199098
ACH-000968,-0.29289523622200003
ACH-000969,-0.0658464625588
ACH-000973,-0.164258147112
ACH-000974,-0.212389904082
ACH-000975,-0.0771024549813
ACH-000976,-0.133845712392
ACH-000978,-0.26143549633499996
ACH-000980,-0.185450136866
ACH-000984,-0.245338876126
ACH-000986,-0.113752197581
ACH-000988,-0.11129187043299998
ACH-000993,0.025983110845499997
ACH-000994,-0.23132822493900002
ACH-000996,-0.38618606188500004
ACH-001001,-0.0597418171363
ACH-001020,-0.282311425098
ACH-001028,-0.18333446675099999
ACH-001031,-0.17650604385000002
ACH-001038,-0.34606247993199996
ACH-001048,-0.0289801385777
ACH-001050,0.09620249220930001
ACH-001053,0.294033732598
ACH-001054,-0.217336848581
ACH-001061,0.06691926011009999
ACH-001067,-0.358220515089
ACH-001075,-0.598375284466
ACH-001096,-0.0909071404504
ACH-001128,0.35127240473800003
ACH-001134,0.032277200937099994
ACH-001151,-0.256808710634
ACH-001163,-0.0307366468377
ACH-001164,-0.11356840605599999
ACH-001173,-0.26927289248
ACH-001183,-0.322013971334
ACH-001184,-0.231783957051
ACH-001190,-0.586917548577
ACH-001192,-0.42483262965199997
ACH-001193,0.0940898959833
ACH-001196,-0.015600722517299999
ACH-001197,-0.342515185499
ACH-001205,-0.068087030444
ACH-001211,-0.11768960482
ACH-001212,-0.516301679929
ACH-001228,-0.529581642561
ACH-001232,-0.266078418886
ACH-001239,-0.135105453337
ACH-001274,-0.155962109898
ACH-001275,-0.110756292395
ACH-001277,-0.297234422564
ACH-001278,-0.382589525346
ACH-001280,-0.291239300275
ACH-001283,-0.473779602475
ACH-001289,-0.368763086703
ACH-001295,-0.005605527302260001
ACH-001300,-0.44991960461
ACH-001301,-0.177161056326
ACH-001302,-0.606873553026
ACH-001303,-0.198380587817
ACH-001306,-0.113303190961
ACH-001318,-0.27628472851
ACH-001322,-0.296911152462
ACH-001328,-0.20138630984499997
ACH-001332,-0.7014750584939999
ACH-001333,-0.226706440435
ACH-001336,-0.227395986985
ACH-001340,-0.29599585062600003
ACH-001346,-0.281017689718
ACH-001353,-0.100503003666
ACH-001354,-0.1123430997
ACH-001367,-0.477061341467
ACH-001368,-0.36530090376400004
ACH-001374,0.312441371039
ACH-001375,-0.138817962579
ACH-001377,-0.30980639549899996
ACH-001380,-0.194307601317
ACH-001391,-0.220253450619
ACH-001407,-0.220270360658
ACH-001408,-0.355998140221
ACH-001413,-0.28500002851
ACH-001430,-0.25191225355700003
ACH-001431,-0.187116183328
ACH-001450,-0.269882369044
ACH-001496,-0.355270590596
ACH-001500,-0.055332608192099994
ACH-001521,-0.36690151236199997
ACH-001523,-0.367456728045
ACH-001532,-0.42009951068999996
ACH-001536,-0.04977179108969999
ACH-001550,-0.189135126024
ACH-001552,-0.20448950774900002
ACH-001554,-0.109891818194
ACH-001645,-0.239040960433
ACH-001654,-0.2717921246
ACH-001715,-0.412486666329
ACH-001735,-0.338927087725
ACH-001736,-0.09413927055330001
ACH-001737,0.0978763057581
ACH-001740,-0.334388892695
ACH-001745,-0.249747400836
ACH-001750,-0.23735534006499998
ACH-001765,-0.114976151505
ACH-001956,-0.20223472171700002
ACH-001957,-0.0564921841396
