,HIST1H2AE (3012)
ACH-000257,-0.49299905933300003
ACH-000258,-0.0341225580909
ACH-000259,-0.634706234124
ACH-000260,-0.565035057753
ACH-000261,-0.45878785396300004
ACH-000262,-0.284413657009
ACH-000263,-0.8381445899619999
ACH-000264,-0.661840860901
ACH-000265,-0.38802589852200003
ACH-000266,-0.461457061075
ACH-000272,-0.735222393596
ACH-000273,-0.877036475159
ACH-000274,-0.414653469604
ACH-000277,-0.78443605829
ACH-000278,-0.7804989750929999
ACH-000279,-0.670089323031
ACH-000280,-0.661145028746
ACH-000281,-0.5405984867979999
ACH-000288,-0.644166566476
ACH-000291,-0.384360078645
ACH-000293,-0.715431080722
ACH-000294,-0.433150638724
ACH-000295,-0.505678458322
ACH-000296,-0.46503146718000005
ACH-000302,-0.35181646104900005
ACH-000304,-0.851423199304
ACH-000307,-0.6390696264679999
ACH-000308,-0.687736577662
ACH-000310,-0.676429130295
ACH-000311,-0.372337162988
ACH-000312,-0.25851870770999996
ACH-000315,-0.287377256915
ACH-000316,-0.751960647577
ACH-000317,-0.6111841436609999
ACH-000318,-0.422057589037
ACH-000319,-0.541588479394
ACH-000320,-0.271681398189
ACH-000322,-0.7581436205230001
ACH-000323,-0.426226121454
ACH-000324,-0.6615810431600001
ACH-000329,-0.7255074980699999
ACH-000330,-0.752539387291
ACH-000331,-0.572323670115
ACH-000332,-0.541046391997
ACH-000334,-0.545544826726
ACH-000335,-0.771911565518
ACH-000336,-0.453740815915
ACH-000337,-0.39707396554499996
ACH-000339,-0.43760125012699996
ACH-000341,-0.304274015077
ACH-000348,-0.47447869297300005
ACH-000350,-0.338698770338
ACH-000352,-0.6455349782750001
ACH-000356,-0.6942031611220001
ACH-000361,-0.600085652333
ACH-000362,-0.666679162662
ACH-000363,-0.658763812614
ACH-000364,-0.420187936389
ACH-000365,-0.374684224811
ACH-000366,-0.42696313916
ACH-000368,-0.545941661659
ACH-000374,-0.9133213506219999
ACH-000375,-0.378587550823
ACH-000376,-0.6016136122160001
ACH-000381,-0.7624933011849999
ACH-000383,-0.627579294163
ACH-000387,-0.470134550161
ACH-000389,-0.49427484580200004
ACH-000390,-0.667455756311
ACH-000393,-0.7760481885539999
ACH-000395,-0.29467710888
ACH-000397,-0.607806685773
ACH-000401,-0.34900305348899996
ACH-000402,-0.342119523991
ACH-000403,-0.604637901698
ACH-000404,-0.245183010837
ACH-000406,-0.42655461709
ACH-000407,-0.5374684937740001
ACH-000408,-0.276052008189
ACH-000410,-0.506819677601
ACH-000411,-0.740475636654
ACH-000414,-0.5537011410270001
ACH-000415,-0.553597338437
ACH-000416,-0.394873863257
ACH-000420,-0.42996538137199997
ACH-000421,-0.418408607724
ACH-000424,-0.7495790306290001
ACH-000425,-0.522866161547
ACH-000426,-0.5187549632590001
ACH-000427,-0.726145746494
ACH-000433,-0.434723047783
ACH-000436,-0.878906935925
ACH-000444,-0.383983291361
ACH-000445,-0.567768145679
ACH-000448,-0.6506592264
ACH-000450,-1.0685966399299998
ACH-000452,-0.623764497831
ACH-000454,-0.7136645371960001
ACH-000458,-0.6550930542719999
ACH-000459,-0.593283315344
ACH-000460,-0.580874882916
ACH-000461,-0.195328900553
ACH-000463,-0.530169778025
ACH-000464,-0.5573358055
ACH-000466,-0.6966574920919999
ACH-000467,-0.492047371678
ACH-000468,-0.532257883919
ACH-000469,-0.597069675957
ACH-000470,-0.670622133881
ACH-000471,-0.567195921143
ACH-000472,-0.43938049424500003
ACH-000473,-0.440463873728
ACH-000475,-0.514976875607
ACH-000476,-0.506503259195
ACH-000477,-0.472820847424
ACH-000480,-0.550756728038
ACH-000481,-0.584914899682
ACH-000483,-0.515767387754
ACH-000484,-0.619827851745
ACH-000485,-0.379639502858
ACH-000486,-0.638343029453
ACH-000487,-0.830458202621
ACH-000488,-0.632853455041
ACH-000490,-0.6717289081119999
ACH-000491,-0.97972856202
ACH-000495,-0.54564811794
ACH-000496,-0.401458940414
ACH-000499,-0.516973312478
ACH-000500,-0.510951748437
ACH-000502,-0.600325091976
ACH-000503,-0.390548524422
ACH-000505,-0.566837974445
ACH-000507,-0.6546990684880001
ACH-000510,-0.425976726101
ACH-000511,-0.6857436334360001
ACH-000512,-1.02036982457
ACH-000516,-0.607484394266
ACH-000517,-0.696595497788
ACH-000518,-0.677016833766
ACH-000520,-0.396694184822
ACH-000521,-0.48130653000100004
ACH-000522,-0.8167358148989999
ACH-000524,-1.0267649422
ACH-000527,-0.603220661989
ACH-000528,-0.506247987983
ACH-000537,-0.608710762993
ACH-000541,-0.657731253996
ACH-000542,-0.45471629245899997
ACH-000544,-0.511595039024
ACH-000545,-0.5840868809049999
ACH-000547,-0.395478352162
ACH-000548,-0.845990914105
ACH-000549,-0.630132597864
ACH-000550,-0.582600337085
ACH-000552,-0.61698698128
ACH-000556,-0.465772636631
ACH-000557,-0.670140079004
ACH-000570,-0.570530096985
ACH-000571,-0.691689069738
ACH-000573,-0.513376220751
ACH-000576,-0.685894046128
ACH-000580,-0.634184920071
ACH-000584,-0.547618058088
ACH-000585,-0.633702277248
ACH-000588,-0.536577118238
ACH-000589,-0.473438583086
ACH-000591,-0.668108838372
ACH-000593,-0.34282864291799997
ACH-000600,-0.614691355693
ACH-000601,-0.45355446935099997
ACH-000604,-0.778718444117
ACH-000605,-0.588689848724
ACH-000606,-0.769682701215
ACH-000608,-0.602974870098
ACH-000614,-0.262738179077
ACH-000616,-0.438067054634
ACH-000618,-0.5179675229190001
ACH-000619,-0.8037916123909999
ACH-000620,-0.631840505408
ACH-000621,-0.658425993528
ACH-000622,-0.578346444547
ACH-000623,-0.49442663413800003
ACH-000624,-0.693737445998
ACH-000627,-0.523717908746
ACH-000630,-0.564198944655
ACH-000632,-0.561305852532
ACH-000633,-0.390688559539
ACH-000637,-0.560027272428
ACH-000638,-0.62026239737
ACH-000646,-0.5721510582399999
ACH-000647,-0.589428627298
ACH-000648,-0.990607187899
ACH-000649,-0.37832547688
ACH-000651,-0.319436614697
ACH-000652,-0.639589451736
ACH-000653,-0.543455014781
ACH-000657,-0.517428382376
ACH-000658,-0.549199906965
ACH-000661,-0.553577611286
ACH-000662,-0.575633364037
ACH-000663,-0.337730426536
ACH-000665,-0.560510088107
ACH-000671,-0.349811353196
ACH-000673,-0.65080816429
ACH-000676,-0.5318895010279999
ACH-000677,-0.391569897111
ACH-000681,-0.330358324487
ACH-000682,-0.44789152263899995
ACH-000683,-0.520653346606
ACH-000684,-0.553562377245
ACH-000688,-0.8240037255730001
ACH-000693,-0.532488982492
ACH-000694,-0.4670810547
ACH-000695,-1.18887546515
ACH-000696,-0.564202660392
ACH-000697,-0.7017981956129999
ACH-000699,-0.675353991431
ACH-000701,-0.5099900357020001
ACH-000706,-0.554594176539
ACH-000711,-0.62993435196
ACH-000713,-0.6723642584110001
ACH-000714,-0.661801408914
ACH-000718,-0.748200713727
ACH-000720,-0.6670763262
ACH-000721,-0.674176022551
ACH-000724,-0.8257270011650001
ACH-000725,-0.441882551942
ACH-000732,-0.401937457808
ACH-000734,-0.412165397383
ACH-000735,-0.767093088774
ACH-000736,-0.613723996684
ACH-000738,-0.485027549819
ACH-000746,-0.422026016943
ACH-000747,-0.33722171674900003
ACH-000748,-0.499419164384
ACH-000753,-0.713282644953
ACH-000756,-0.53792687062
ACH-000757,-0.15964884599999998
ACH-000758,-0.567676908426
ACH-000760,-0.494233292507
ACH-000763,-0.860135601618
ACH-000764,-1.0215798358900001
ACH-000765,-0.777005735281
ACH-000766,-0.411374099731
ACH-000767,-0.271900902967
ACH-000768,-0.642076865893
ACH-000769,-0.368683136485
ACH-000770,-0.489534058759
ACH-000771,-0.7762682092859999
ACH-000773,-0.6874866076459999
ACH-000776,-0.635641930791
ACH-000777,-0.58983905246
ACH-000778,-0.715832756021
ACH-000781,-0.485634157355
ACH-000782,-0.629841455012
ACH-000783,-0.9036722821969999
ACH-000784,-0.239670374707
ACH-000785,-0.596180065934
ACH-000787,-0.468541042762
ACH-000788,-0.537078463915
ACH-000791,-0.565880672993
ACH-000792,-0.44710516464100003
ACH-000794,-0.737781285373
ACH-000796,-0.507251067007
ACH-000799,-0.295378962884
ACH-000800,-0.617746782397
ACH-000802,-0.514300422829
ACH-000804,-0.586576721262
ACH-000805,-0.502147961874
ACH-000809,-0.373503600032
ACH-000810,-0.348985321315
ACH-000811,-0.622038619886
ACH-000817,-0.7866536651330001
ACH-000819,-0.504471912548
ACH-000820,-0.614459992757
ACH-000821,-0.5015008886119999
ACH-000822,-0.584627604061
ACH-000823,-0.49782980527500004
ACH-000824,-0.9129801588969999
ACH-000827,-0.563809552413
ACH-000829,-0.485797367875
ACH-000831,-0.267984104815
ACH-000832,-0.55507364378
ACH-000833,-0.40773312727
ACH-000834,-0.43735302014
ACH-000835,-0.43284971478100004
ACH-000836,-0.411927322923
ACH-000837,-0.39186263685
ACH-000838,-0.720391113939
ACH-000839,-0.776496383764
ACH-000840,-0.7140040768979999
ACH-000841,-0.495928418835
ACH-000843,-0.547363592293
ACH-000846,-0.655754087984
ACH-000847,-0.563898313976
ACH-000848,-0.285681038594
ACH-000849,-0.545117390859
ACH-000851,-0.565760930495
ACH-000855,-0.5827582356700001
ACH-000856,-0.485149621655
ACH-000858,-0.36238763593199996
ACH-000859,-0.675849801388
ACH-000861,-0.411538775635
ACH-000862,-0.5233607347779999
ACH-000865,-0.504032009279
ACH-000866,-0.597836473289
ACH-000867,-0.573857826893
ACH-000869,-0.478764689886
ACH-000872,-0.436922821956
ACH-000873,-0.7758286265459999
ACH-000876,-0.8381453021449999
ACH-000878,-0.33466576686
ACH-000880,-0.538047447521
ACH-000881,-0.484844177454
ACH-000882,-0.754191183758
ACH-000884,-0.42215128
ACH-000885,-0.566671633892
ACH-000887,-0.42246731979400004
ACH-000888,-0.707736685265
ACH-000889,-0.9425689384899999
ACH-000890,-0.538135521047
ACH-000896,-0.5790306925150001
ACH-000898,-0.403892663855
ACH-000900,-0.448891866788
ACH-000901,-0.559956073291
ACH-000905,-0.536284951042
ACH-000906,-0.38453007883199997
ACH-000907,-0.30522387843800003
ACH-000910,-0.626190268512
ACH-000911,-0.48690013494400003
ACH-000912,-0.586763938447
ACH-000913,-0.37832926501999997
ACH-000915,-0.37722613864200005
ACH-000916,-0.167124789132
ACH-000917,-0.33614860578
ACH-000921,-0.5582342636159999
ACH-000924,-0.377018782758
ACH-000926,-0.44361734940499997
ACH-000928,-0.38626361116999997
ACH-000929,-0.522981213892
ACH-000932,-0.5891188787520001
ACH-000935,-0.6756173028319999
ACH-000936,-0.434917160581
ACH-000937,-0.5204479258820001
ACH-000938,-0.47029860198600004
ACH-000939,-0.480496926079
ACH-000941,-0.440640390009
ACH-000943,-0.45091345855
ACH-000946,-0.686254069807
ACH-000947,-0.553397393058
ACH-000948,-0.486561434257
ACH-000950,-0.369304597147
ACH-000953,-0.440896077244
ACH-000957,-0.271467028526
ACH-000958,-0.2787002476
ACH-000960,-0.677207038181
ACH-000963,-0.319746650991
ACH-000968,-0.755589709024
ACH-000969,-0.614677971611
ACH-000973,-0.550656782751
ACH-000974,-0.520650644916
ACH-000975,-0.423295933423
ACH-000976,-0.416433857618
ACH-000978,-0.289056287473
ACH-000980,-0.480546908582
ACH-000984,-0.32967663548799997
ACH-000986,-0.466436535317
ACH-000988,-0.8363235315399999
ACH-000993,-0.309724202303
ACH-000994,-0.42850743317900003
ACH-000996,-0.404834761717
ACH-001001,-0.533667687536
ACH-001020,-0.47373831389
ACH-001028,-0.582061992246
ACH-001031,-0.460527983914
ACH-001038,-0.515163090901
ACH-001048,-0.685843449541
ACH-001050,-0.656928833586
ACH-001053,-0.716919164305
ACH-001054,-0.626328708515
ACH-001061,-0.421102754914
ACH-001067,-0.523318512487
ACH-001075,-0.43023734331
ACH-001096,-0.361013705457
ACH-001128,-0.546312510734
ACH-001134,-0.6129729747680001
ACH-001151,-0.6156873103239999
ACH-001163,-0.296333361427
ACH-001164,-0.492112273817
ACH-001173,-0.34036058572800004
ACH-001183,-0.35327329692599996
ACH-001184,-0.297190262293
ACH-001190,-0.5693829310440001
ACH-001192,-0.35035574923699997
ACH-001193,-0.597492162626
ACH-001196,-0.41449881614399997
ACH-001197,-0.32764953015
ACH-001205,-0.7959481960060001
ACH-001211,-0.507083248963
ACH-001212,-0.527995984263
ACH-001228,-0.6585610928410001
ACH-001232,-0.585945069862
ACH-001239,-0.6864481862980001
ACH-001274,-0.38556903916599994
ACH-001275,-0.265004374286
ACH-001277,-0.326071784894
ACH-001278,-0.622064978104
ACH-001280,-0.421178371978
ACH-001283,-0.525774155858
ACH-001289,-0.400702243807
ACH-001295,-0.600864515485
ACH-001300,-0.573444883214
ACH-001301,-0.628345619832
ACH-001302,-0.202113111608
ACH-001303,-0.429622100975
ACH-001306,-0.42384089606799996
ACH-001318,-0.531615719044
ACH-001322,-0.602231499725
ACH-001328,-0.615790792516
ACH-001332,-0.127590231713
ACH-001333,-0.492101707571
ACH-001336,-0.7177829462540001
ACH-001340,-0.566381769353
ACH-001346,-0.38552700537199996
ACH-001353,-0.563345495435
ACH-001354,-0.8922057786130001
ACH-001367,-0.543133707451
ACH-001368,-0.639131689831
ACH-001374,-0.435959216095
ACH-001375,-0.66997228016
ACH-001377,-0.68844921793
ACH-001380,-0.6269892483739999
ACH-001391,-0.630447238726
ACH-001407,-0.5923005457989999
ACH-001408,-0.631570723289
ACH-001413,-0.664438942943
ACH-001430,-0.873252561485
ACH-001431,-0.45535721015
ACH-001450,-0.315051435919
ACH-001496,-0.520736171649
ACH-001500,-0.8001160248389999
ACH-001521,-0.627633289125
ACH-001523,-0.680374435237
ACH-001532,-0.663472909899
ACH-001536,-0.439520995707
ACH-001550,-0.516114259938
ACH-001552,-0.345981164451
ACH-001554,-0.618338640621
ACH-001645,-0.74055552337
ACH-001654,-0.573512340646
ACH-001715,-0.400116395192
ACH-001735,-0.5724580241480001
ACH-001736,-0.569614509391
ACH-001737,-1.2812683572299999
ACH-001740,-0.507765374103
ACH-001745,-0.39713519847199996
ACH-001750,-0.330856615449
ACH-001765,-0.630304546349
ACH-001956,-0.420223256282
ACH-001957,-0.631682412124
